"C_UK078_11","UK078","BUSINESS","BA (Hons) Marketing, Advertising and PR","UG","2026","September","3 Years","City Campus","BCC; IELTS 6.0 (5.5)","Focusing on digital branding, consumer behavior, and communications strategy.","Brand Management, Social Media, PR Strategy, Market Research","www.worcester.ac.uk"
"C_UK078_12","UK078","ARTS","BA (Hons) Game Art","UG","2026","September","3 Years","City Campus","BCC; Portfolio; IELTS 6.0 (5.5)","Technical training in 3D modeling, concept art, and digital environment design.","3D Modeling, Texturing, Character Design, Concept Art","www.worcester.ac.uk"
"C_UK078_13","UK078","HEALTHCARE","BSc (Hons) Midwifery","UG","2026","September","3 Years","City Campus","BBB; Interview; IELTS 7.0 (7.0)","NMC-accredited training for registration as a midwife with clinical placements.","Midwifery Theory, Anatomy, Neonatal Care, Clinical Practice","www.worcester.ac.uk"
"C_UK078_14","UK078","SPORTS","BSc (Hons) Physical Education","UG","2026","September","3 Years","St John's","BCC; IELTS 6.0 (5.5)","Analyzing the pedagogy and practice of sports in educational settings.","Pedagogy, Skill Acquisition, Sport Policy, Coaching Practice","www.worcester.ac.uk"
"C_UK078_15","UK078","BUSINESS","BA (Hons) International Business Management","UG","2026","September","3 Years","City Campus","BCC; IELTS 6.0 (5.5)","Analyzing global trade, cross-cultural leadership, and international strategy.","Global Marketing, Trade Law, Economics, Intercultural Mgmt","www.worcester.ac.uk"
"C_UK078_16","UK078","LAW","LLB (Hons) Law","UG","2026","September","3 Years","City Campus","BBC; IELTS 6.5 (6.0)","Qualifying law degree focusing on legal principles, advocacy, and ethics.","Contract Law, Criminal Law, Tort Law, Public Law","www.worcester.ac.uk"
"C_UK078_17","UK078","SOCIAL_SCIENCE","BA (Hons) Sociology","UG","2026","September","3 Years","St John's","BCC; IELTS 6.0 (5.5)","Analyzing social inequality, identity, and the dynamics of modern society.","Social Theory, Research Methods, Global Sociology, Policy","www.worcester.ac.uk"
"C_UK078_18","UK078","ARTS","BA (Hons) Graphic Design, Advertising and Marketing","UG","2026","September","3 Years","City Campus","BCC; Portfolio; IELTS 6.0 (5.5)","Interdisciplinary study of visual communication and commercial branding.","Typography, Branding, Digital Design, Marketing Principles","www.worcester.ac.uk"
"C_UK078_19","UK078","SCIENCE","BSc (Hons) Biology","UG","2026","September","3 Years","St John's","BCC; Bio; IELTS 6.0 (5.5)","Broad study of life sciences from cellular biology to global ecosystems.","Genetics, Ecology, Molecular Bio, Research Design","www.worcester.ac.uk"
"C_UK078_20","UK078","SPORTS","BSc (Hons) Sport and Exercise Psychology","UG","2026","September","3 Years","St John's","BCC; IELTS 6.0 (5.5)","Analyzing the psychological factors that influence athletic performance and health.","Motivation, Performance Psych, Social Psych, Cognitive Methods","www.worcester.ac.uk"
"C_UK078_21","UK078","EDUCATION","BA (Hons) Early Childhood in Society","UG","2026","September","3 Years","St John's","BCC; IELTS 6.0 (5.5)","Focusing on child development, family support, and early years policy.","Child Development, Play Theory, Social Policy, Research","www.worcester.ac.uk"
"C_UK078_22","UK078","HEALTHCARE","BSc (Hons) Occupational Therapy","UG","2026","September","3 Years","St John's","BBB; Interview; IELTS 7.0 (6.5)","HCPC-accredited training in therapeutic interventions for daily living.","Anatomy, OT Theory, Clinical Practice, Human Science","www.worcester.ac.uk"
"C_UK078_23","UK078","SPORTS","BSc (Hons) Cricket Coaching and Management","UG","2026","September","3 Years","St John's","BCC; IELTS 6.0 (5.5)","Specialized coaching and management training for professional cricket.","Coaching Pedagogy, Performance Analysis, Sport Mgmt, Biomechanics","www.worcester.ac.uk"
"C_UK078_24","UK078","BUSINESS","BSc (Hons) Accounting and Finance","UG","2026","September","3 Years","City Campus","BCC; IELTS 6.0 (5.5)","Accredited study of financial reporting, audit, and management accounting.","Taxation, Audit, Financial Reporting, Management Accounting","www.worcester.ac.uk"
"C_UK078_25","UK078","SOCIAL_SCIENCE","BSc (Hons) Forensic Psychology","UG","2026","September","3 Years","St John's","BCC; IELTS 6.0 (5.5)","BPS-accredited study of psychology within legal and criminal justice contexts.","Criminal Profiling, Investigative Psych, Social Psych, Research","www.worcester.ac.uk"
"C_UK078_26","UK078","HEALTHCARE","BSc (Hons) Paramedic Science","UG","2026","September","3 Years","St John's","BBB; Interview; IELTS 7.0 (6.5)","HCPC-accredited clinical training for emergency medical response.","Emergency Care, Anatomy, Pharmacology, Clinical Practice","www.worcester.ac.uk"
"C_UK078_27","UK078","SCIENCE","BSc (Hons) Animal Biology","UG","2026","September","3 Years","St John's","BCC; Bio; IELTS 6.0 (5.5)","Investigating the physiology, behavior, and evolution of diverse animal species.","Zoology, Animal Behavior, Evolution, Ecology","www.worcester.ac.uk"
"C_UK078_28","UK078","SPORTS","BSc (Hons) Sports Coaching Science","UG","2026","September","3 Years","St John's","BCC; IELTS 6.0 (5.5)","Applying scientific principles to improve coaching efficacy and performance.","Coaching Pedagogy, Biomechanics, Physiology, Performance Analysis","www.worcester.ac.uk"
"C_UK078_29","UK078","BUSINESS","BA (Hons) Marketing","UG","2026","September","3 Years","City Campus","BCC; IELTS 6.0 (5.5)","Strategic focus on consumer insights, digital marketing, and brand management.","Consumer Behavior, Digital Strategy, Market Research, Branding","www.worcester.ac.uk"
"C_UK078_30","UK078","HUMANITIES","BA (Hons) English Literature","UG","2026","September","3 Years","St John's","BCC; IELTS 6.0 (5.5)","Analyzing literary texts from the medieval period to contemporary fiction.","Shakespeare, Romanticism, Modernism, Literary Theory","www.worcester.ac.uk"
"C_UK078_31","UK078","ARTS","BA (Hons) Illustration","UG","2026","September","3 Years","City Campus","BCC; Portfolio; IELTS 6.0 (5.5)","Creative practice in digital and traditional illustration for commercial use.","Narrative Illustration, Editorial, Digital Painting, Visual Language","www.worcester.ac.uk"
"C_UK078_32","UK078","HEALTHCARE","MSc Nursing (Adult - Pre-registration)","PG","2026","September","2 Years","City Campus","2:2 Honours; Interview; IELTS 7.0 (7.0)","Accelerated route for graduates into the adult nursing profession.","Clinical Skills, Anatomy, Health Policy, Professional Practice","www.worcester.ac.uk"
"C_UK078_33","UK078","EDUCATION","MA Education","PG","2026","September","1 Year","St John's","2:2 Honours; IELTS 6.5 (6.0)","Advanced professional development for educators focusing on pedagogy and policy.","Pedagogy, Leadership, Inclusive Practice, Dissertation","www.worcester.ac.uk"
"C_UK078_34","UK078","SPORTS","MSc Sports Coaching","PG","2026","September","1 Year","St John's","2:2 Honours; IELTS 6.5 (6.0)","Advanced research into high-performance coaching and sports pedagogy.","Coaching Science, Research Methods, Performance Analysis, Thesis","www.worcester.ac.uk"
"C_UK078_35","UK078","SOCIAL_SCIENCE","MSc Applied Psychology","PG","2026","September","1 Year","St John's","2:2 Honours; IELTS 6.5 (6.0)","Analyzing the application of psychological theory to social and clinical contexts.","Applied Research, Theory, Social Policy, Dissertation","www.worcester.ac.uk"
"C_UK078_36","UK078","BUSINESS","MSc International Management","PG","2026","September","1 Year","City Campus","2:2 Honours; IELTS 6.5 (6.0)","Strategic training for leadership in global organizational environments.","Global Strategy, Leadership, Finance, Management Project","www.worcester.ac.uk"
"C_UK078_37","UK078","SPORTS","BSc (Hons) Football Business Management and Coaching","UG","2026","September","3 Years","St John's","BCC; IELTS 6.0 (5.5)","Specialized training for the professional football industry and coaching.","Football Industry, Coaching Science, Performance Analysis, Mgmt","www.worcester.ac.uk"
"C_UK078_38","UK078","HEALTHCARE","BSc (Hons) Dental Hygiene and Therapy","UG","2026","September","3 Years","City Campus","BBB; Bio/Chem; IELTS 7.0 (7.0)","Clinical training for registration as a dental hygienist and therapist.","Dental Anatomy, Clinical Practice, Periodontology, Pathology","www.worcester.ac.uk"
"C_UK078_39","UK078","ARTS","BA (Hons) Animation","UG","2026","September","3 Years","City Campus","BCC; Portfolio; IELTS 6.0 (5.5)","Technical training in 2D and 3D animation and digital storytelling.","3D Modeling, Storyboarding, Compositing, Character Design","www.worcester.ac.uk"
"C_UK078_40","UK078","SOCIAL_SCIENCE","BA (Hons) Criminology with Psychology","UG","2026","September","3 Years","St John's","BCC; IELTS 6.0 (5.5)","Exploring the psychological and social causes of criminal behavior.","Criminal Justice, Social Psych, Crime Theory, Research","www.worcester.ac.uk"
"C_UK078_41","UK078","BUSINESS","BA (Hons) Human Resource Management","UG","2026","September","3 Years","City Campus","BCC; IELTS 6.0 (5.5)","Focusing on talent management, organizational behavior, and labor law.","HR Strategy, Employee Relations, Leadership, Management","www.worcester.ac.uk"
"C_UK078_42","UK078","SPORTS","BSc (Hons) Sport and Exercise Science (with Placement)","UG","2026","September","4 Years","St John's","BCC; IELTS 6.0 (5.5)","Sport science path featuring a professional one-year industry work placement.","Biomechanics, Placement Year, Physiology, Research","www.worcester.ac.uk"
"C_UK078_43","UK078","HEALTHCARE","MSc Physiotherapy (Pre-registration)","PG","2026","January","2 Years","St John's","2:1 Honours; Interview; IELTS 7.0 (7.0)","Accelerated route for graduates into the physiotherapy profession.","Clinical Practice, Anatomy, Neurology, Placements","www.worcester.ac.uk"
"C_UK078_44","UK078","SOCIAL_SCIENCE","MSc Psychology (Conversion)","PG","2026","September","1 Year","St John's","2:1 Honours; IELTS 6.5 (6.0)","BPS-accredited route for non-psychology graduates into the profession.","Cognitive Psych, Social Psych, Research Methods, Dissertation","www.worcester.ac.uk"
"C_UK078_45","UK078","SCIENCE","BSc (Hons) Human Biology","UG","2026","September","3 Years","St John's","BCC; Bio; IELTS 6.0 (5.5)","Analyzing the biological basis of human health, genetics, and disease.","Anatomy, Genetics, Physiology, Molecular Bio","www.worcester.ac.uk"
"C_UK078_46","UK078","BUSINESS","BA (Hons) Business Management (with Foundation Year)","UG","2026","September","4 Years","City Campus","72 UCAS Points; IELTS 5.5 (5.0)","Preparatory year building business foundations for degree entry.","Foundation Business, Study Skills, Economics Intro, Project","www.worcester.ac.uk"
"C_UK078_47","UK078","SOCIAL_SCIENCE","BSc (Hons) Psychology (with Foundation Year)","UG","2026","September","4 Years","St John's","72 UCAS Points; IELTS 5.5 (5.0)","Preparatory year building academic foundations for psychology entry.","Foundation Social Science, Study Skills, Psychology Intro, Project","www.worcester.ac.uk"
"C_UK078_48","UK078","SPORTS","BSc (Hons) Sports Performance and Coaching","UG","2026","September","3 Years","St John's","BCC; IELTS 6.0 (5.5)","Analyzing elite performance and developing high-level coaching skills.","Performance Analysis, Coaching Science, Biomechanics, Physiology","www.worcester.ac.uk"
"C_UK078_49","UK078","ARTS","BA (Hons) Fine Art","UG","2026","September","3 Years","City Campus","BCC; Portfolio; IELTS 6.0 (5.5)","Studio-based practice across painting, sculpture, and digital media.","Studio Practice, Art Theory, Professional Development, Exhibition","www.worcester.ac.uk"
"C_UK078_50","UK078","HEALTHCARE","BSc (Hons) Occupational Therapy (with Foundation Year)","UG","2026","September","4 Years","St John's","72 UCAS Points; IELTS 5.5 (5.0)","Preparatory year building health foundations for occupational therapy entry.","Foundation Science, Health Intro, Study Skills, Project","www.worcester.ac.uk"
"C_UK078_51","UK078","SOCIAL_SCIENCE","BA (Hons) Criminology (with Foundation Year)","UG","2026","September","4 Years","St John's","72 UCAS Points; IELTS 5.5 (5.0)","Preparatory year building academic foundations for criminology degree entry.","Foundation Social Science, Study Skills, Crime Intro, Project","www.worcester.ac.uk"
"C_UK078_52","UK078","ARTS","BA (Hons) Illustration (with Foundation Year)","UG","2026","September","4 Years","City Campus","72 UCAS Points; Portfolio; IELTS 5.5 (5.0)","Preparatory year building creative foundations for illustration degree entry.","Foundation Design, Visual Research, Digital Literacy, Project","www.worcester.ac.uk"
"C_UK078_53","UK078","BUSINESS","MSc Management and Finance","PG","2026","September","1 Year","City Campus","2:2 Honours; IELTS 6.5 (6.0)","Strategic management training with a focus on corporate financial strategy.","Corporate Finance, Global Strategy, Risk Mgmt, Project","www.worcester.ac.uk"
"C_UK078_54","UK078","SPORTS","MSc Sports Therapy","PG","2026","September","1 Year","St John's","2:2 Honours; IELTS 6.5 (6.0)","Advanced clinical training in sports injury management and rehabilitation.","Trauma Care, Rehabilitation, Research Methods, Dissertation","www.worcester.ac.uk"
"C_UK078_55","UK078","EDUCATION","BA (Hons) Special Educational Needs, Disabilities and Inclusion","UG","2026","September","3 Years","St John's","BCC; IELTS 6.0 (5.5)","Exploring strategies for inclusive education and supporting diverse learners.","Inclusive Pedagogy, Disability Studies, Social Policy, Research","www.worcester.ac.uk"
"C_UK078_56","UK078","FOUNDATION","Foundation Year in Sports and Exercise Science","UG","2026","September","1 Year","St John's","72 UCAS Points; IELTS 5.5 (5.0)","Preparatory year building STEM foundations for sports science entry.","Foundation Maths, Physiology Basics, Study Skills, Project","www.worcester.ac.uk"
"C_UK078_57","UK078","SOCIAL_SCIENCE","BA (Hons) Human Geography","UG","2026","September","3 Years","St John's","BCC; IELTS 6.0 (5.5)","Analyzing the interaction between human societies and the geographical environment.","Urbanization, Climate Change, Global Security, Social Policy","www.worcester.ac.uk"
"C_UK078_58","UK078","SCIENCE","BSc (Hons) Human Anatomy and Physiology","UG","2026","September","3 Years","St John's","BCC; Bio; IELTS 6.0 (5.5)","Deep study of the structure and function of the human body and health systems.","Human Anatomy, Physiology, Neuroscience, Molecular Biology","www.worcester.ac.uk"
"C_UK078_59","UK078","ARTS","BA (Hons) Creative Writing","UG","2026","September","3 Years","City Campus","BCC; IELTS 6.0 (5.5)","Developing professional skills across fiction, poetry, and screenwriting.","Narrative Theory, Fiction Writing, Scriptwriting, Publishing","www.worcester.ac.uk"
"C_UK078_60","UK078","HEALTHCARE","BSc (Hons) Nursing (Learning Disabilities)","UG","2026","September","3 Years","City Campus","BBC; Interview; IELTS 7.0 (7.0)","Specialized training for registration as a Learning Disability nurse with the NMC.","Inclusive Practice, Anatomy, Clinical Skills, Behavioral Support","www.worcester.ac.uk"
"C_UK078_61","UK078","SPORTS","BSc (Hons) Sports Coaching Science (with Placement)","UG","2026","September","4 Years","St John's","BCC; IELTS 6.0 (5.5)","Coaching path featuring a professional one-year industry work placement.","Pedagogy, Placement Year, Biomechanics, Physiology","www.worcester.ac.uk"
"C_UK078_62","UK078","BUSINESS","BA (Hons) Business Management (with Placement)","UG","2026","September","4 Years","City Campus","BCC; IELTS 6.0 (5.5)","Management degree featuring a professional one-year industry work placement.","Marketing, Placement Year, Finance, Strategic Planning","www.worcester.ac.uk"
"C_UK078_63","UK078","SOCIAL_SCIENCE","BSc (Hons) Psychology with Criminology","UG","2026","September","3 Years","St John's","BBC; IELTS 6.0 (5.5)","BPS-accredited study exploring the psychological drivers of criminal behavior.","Cognitive Psych, Criminal Justice, Social Psych, Victimology","www.worcester.ac.uk"
"C_UK078_64","UK078","SPORTS","BSc (Hons) Physical Education and Outdoor Adventure","UG","2026","September","3 Years","Lakeside Campus","BCC; IELTS 6.0 (5.5)","Combining school-based PE pedagogy with outdoor leadership and activity training.","Outdoor Education, Pedagogy, Skill Acquisition, Activity Safety","www.worcester.ac.uk"
"C_UK078_65","UK078","BUSINESS","MSc Human Resource Management","PG","2026","September","1 Year","City Campus","2:2 Honours; IELTS 6.5 (6.0)","Strategic talent management, labor law, and organizational development research.","HR Strategy, Employee Relations, Leadership, Project","www.worcester.ac.uk"
"C_UK078_66","UK078","ARTS","BA (Hons) Film Production","UG","2026","September","3 Years","City Campus","BCC; Portfolio; IELTS 6.0 (5.5)","Practical training in cinematography, directing, and post-production techniques.","Directing, Editing, Cinematography, Sound Design","www.worcester.ac.uk"
"C_UK078_67","UK078","HEALTHCARE","BSc (Hons) Diagnostic Radiography","UG","2026","September","3 Years","City Campus","BBB; Science; IELTS 7.0 (6.5)","Professional training in medical imaging and radiotherapy for NHS roles.","Radiographic Science, Anatomy, Clinical Imaging, Placements","www.worcester.ac.uk"
"C_UK078_68","UK078","SCIENCE","BSc (Hons) Forensic Biology","UG","2026","September","3 Years","St John's","BCC; Bio; IELTS 6.0 (5.5)","Analyzing biological evidence for criminal investigations and legal proceedings.","DNA Profiling, Anthropology, Crime Scene Science, Bio-Ethics","www.worcester.ac.uk"
"C_UK078_69","UK078","SOCIAL_SCIENCE","BA (Hons) Social Policy","UG","2026","September","3 Years","St John's","BCC; IELTS 6.0 (5.5)","Investigating welfare systems, inequality, and the impact of government policy.","Welfare History, Policy Analysis, Housing, Global Governance","www.worcester.ac.uk"
"C_UK078_70","UK078","SPORTS","BSc (Hons) Sport and Exercise Science (with Foundation Year)","UG","2026","September","4 Years","St John's","72 UCAS Points; IELTS 5.5 (5.0)","Preparatory year building STEM foundations for the sport science degree entry.","Foundation Maths, Physiology Basics, Study Skills, Project","www.worcester.ac.uk"
"C_UK078_71","UK078","BUSINESS","MSc Marketing (with Placement Year)","PG","2026","September","2 Years","City Campus","2:2 Honours; IELTS 6.5 (6.0)","Marketing path featuring a professional one-year industry agency placement.","Consumer Behavior, Placement Year, Digital Strategy, Analytics","www.worcester.ac.uk"
"C_UK078_72","UK078","EDUCATION","MA Inclusive Education","PG","2026","September","1 Year","St John's","2:2 Honours; IELTS 6.5 (6.0)","Researching strategies for supporting diverse learners and promoting equity.","Inclusive Pedagogy, Disability Theory, Policy, Dissertation","www.worcester.ac.uk"
"C_UK078_73","UK078","ARTS","BA (Hons) Illustration and Graphic Design","UG","2026","September","3 Years","City Campus","BCC; Portfolio; IELTS 6.0 (5.5)","Joint study of narrative art and visual communication for the creative sector.","Typography, Branding, Narrative Art, Digital Design","www.worcester.ac.uk"
"C_UK078_74","UK078","HEALTHCARE","BSc (Hons) Dental Hygiene","UG","2026","September","3 Years","City Campus","BBB; Bio; IELTS 7.0 (7.0)","Clinical training for registration as a dental hygienist with the GDC.","Clinical Practice, Periodontology, Dental Anatomy, Pathology","www.worcester.ac.uk"
"C_UK078_75","UK078","SPORTS","MSc Applied Sports Psychology","PG","2026","September","1 Year","St John's","2:2 Honours; IELTS 6.5 (6.0)","Advanced study of motivation and performance psychology in elite athletics.","Performance Psych, Motivation Theory, Research Methods, Thesis","www.worcester.ac.uk"
"C_UK078_76","UK078","BUSINESS","MSc International Management (with Placement)","PG","2026","September","2 Years","City Campus","2:2 Honours; IELTS 6.5 (6.0)","Management path featuring a professional one-year industry work placement.","Global Strategy, Placement Year, Finance, Leadership","www.worcester.ac.uk"
"C_UK078_77","UK078","SOCIAL_SCIENCE","MSc Psychology (Online)","PG","2026","September","2 Years","Online","2:1 Honours; IELTS 6.5 (6.0)","Full BPS-accredited conversion route delivered via interactive online platform.","Cognitive Psych, Social Psych, Developmental Psych, Research","www.worcester.ac.uk"
"C_UK078_78","UK078","ARTS","BA (Hons) Game Art (with Foundation Year)","UG","2026","September","4 Years","City Campus","72 UCAS Points; Portfolio; IELTS 5.5 (5.0)","Preparatory year building creative foundations for game art degree entry.","Foundation Design, Visual Research, Digital Literacy, Project","www.worcester.ac.uk"
"C_UK078_79","UK078","SCIENCE","BSc (Hons) Human Biology (with Placement)","UG","2026","September","4 Years","St John's","BCC; Bio; IELTS 6.0 (5.5)","Biology path featuring a professional one-year laboratory or clinical placement.","Genetics, Placement Year, Physiology, Molecular Biology","www.worcester.ac.uk"
"C_UK078_80","UK078","EDUCATION","BA (Hons) Education Studies","UG","2026","September","3 Years","St John's","BCC; IELTS 6.0 (5.5)","Analyzing the history, sociology, and philosophy of global education systems.","Pedagogy, Social Justice, History of Ed, Research Methods","www.worcester.ac.uk"
"C_UK078_81","UK078","BUSINESS","BA (Hons) Human Resource Management (with Placement)","UG","2026","September","4 Years","City Campus","BCC; IELTS 6.0 (5.5)","HR path featuring a professional one-year industry talent management placement.","Employee Relations, Placement Year, HR Strategy, Leadership","www.worcester.ac.uk"
"C_UK078_82","UK078","HEALTHCARE","BSc (Hons) Health Sciences","UG","2026","September","3 Years","St John's","BCC; IELTS 6.0 (5.5)","Broad study of public health, healthcare policy, and the science of wellbeing.","Public Health, Anatomy, Health Policy, Social Science","www.worcester.ac.uk"
"C_UK078_83","UK078","SPORTS","BSc (Hons) Sports Performance and Coaching (with Placement)","UG","2026","September","4 Years","St John's","BCC; IELTS 6.0 (5.5)","Performance path featuring a professional one-year industry coaching placement.","Analysis, Placement Year, Coaching Science, Biomechanics","www.worcester.ac.uk"
"C_UK078_84","UK078","SOCIAL_SCIENCE","BSc (Hons) Forensic Psychology (with Placement)","UG","2026","September","4 Years","St John's","BCC; IELTS 6.0 (5.5)","Forensic psych path featuring a professional one-year justice industry placement.","Investigative Psych, Placement Year, Profiling, Research","www.worcester.ac.uk"
"C_UK078_85","UK078","ARTS","BA (Hons) Animation (with Placement)","UG","2026","September","4 Years","City Campus","BCC; Portfolio; IELTS 6.0 (5.5)","Animation path featuring a professional one-year industry creative placement.","3D Modeling, Placement Year, Compositing, Character Design","www.worcester.ac.uk"
"C_UK078_86","UK078","SCIENCE","BSc (Hons) Biomedical Science (with Foundation Year)","UG","2026","September","4 Years","St John's","72 UCAS Points; IELTS 5.5 (5.0)","Preparatory year building STEM foundations for biomedical science entry.","Foundation Science, Bio Basics, Study Skills, Lab Basics","www.worcester.ac.uk"
"C_UK078_87","UK078","BUSINESS","MSc Strategic Project Management","PG","2026","September","1 Year","City Campus","2:2 Honours; IELTS 6.5 (6.0)","Advanced leadership training in project delivery, risk, and methodology.","Project Planning, Risk Mgmt, Agile, Strategic Leadership","www.worcester.ac.uk"
"C_UK078_88","UK078","SOCIAL_SCIENCE","BA (Hons) Criminology and Sociology","UG","2026","September","3 Years","St John's","BCC; IELTS 6.0 (5.5)","Joint study of criminal justice and wider social structures and inequality.","Crime Theory, Social Policy, Identity, Research Methods","www.worcester.ac.uk"
"C_UK078_89","UK078","EDUCATION","MA Early Childhood","PG","2026","September","1 Year","St John's","2:2 Honours; IELTS 6.5 (6.0)","Advanced research into child development, early years policy, and practice.","Play Theory, Child Development, Policy, Dissertation","www.worcester.ac.uk"
"C_UK078_90","UK078","SPORTS","BSc (Hons) Cricket Coaching and Mgmt (with Placement)","UG","2026","September","4 Years","St John's","BCC; IELTS 6.0 (5.5)","Cricket path featuring a professional one-year industry coaching placement.","Coaching science, Placement Year, Performance Analysis, Biomechanics","www.worcester.ac.uk"
"C_UK078_91","UK078","HEALTHCARE","BSc (Hons) Paramedic Science (with Foundation Year)","UG","2026","September","4 Years","St John's","72 UCAS Points; IELTS 5.5 (5.0)","Preparatory year building health foundations for paramedic science entry.","Foundation Science, Health Intro, Study Skills, Project","www.worcester.ac.uk"
"C_UK078_92","UK078","SCIENCE","BSc (Hons) Biology (with Foundation Year)","UG","2026","September","4 Years","St John's","72 UCAS Points; IELTS 5.5 (5.0)","Preparatory year building STEM foundations for biology degree entry.","Foundation Science, Bio Basics, Study Skills, Project","www.worcester.ac.uk"
"C_UK078_93","UK078","ARTS","BA (Hons) Graphic Design (with Foundation Year)","UG","2026","September","4 Years","City Campus","72 UCAS Points; Portfolio; IELTS 5.5 (5.0)","Preparatory year building creative foundations for graphic design entry.","Foundation Design, Visual Research, Digital Literacy, Project","www.worcester.ac.uk"
"C_UK078_94","UK078","BUSINESS","BA (Hons) Marketing, Advertising and PR (with Placement)","UG","2026","September","4 Years","City Campus","BCC; IELTS 6.0 (5.5)","Marketing path featuring a professional one-year industry agency placement.","Brand Management, Placement Year, PR Strategy, Analytics","www.worcester.ac.uk"
"C_UK078_95","UK078","SOCIAL_SCIENCE","BA (Hons) Criminology (with Placement)","UG","2026","September","4 Years","St John's","BCC; IELTS 6.0 (5.5)","Criminology path featuring a professional one-year industry justice placement.","Justice System, Placement Year, Social Policy, Crime Theory","www.worcester.ac.uk"
"C_UK078_96","UK078","HUMANITIES","BA (Hons) English Literature (with Foundation Year)","UG","2026","September","4 Years","St John's","72 UCAS Points; IELTS 5.5 (5.0)","Preparatory year building academic foundations for English literature entry.","Foundation Arts, Study Skills, Literary Intro, Project","www.worcester.ac.uk"
"C_UK078_97","UK078","HEALTHCARE","BSc (Hons) Occupational Therapy (with Placement)","UG","2026","September","4 Years","St John's","BBB; Interview; IELTS 7.0 (6.5)","OT path featuring a professional one-year industry clinical placement.","OT Theory, Placement Year, Anatomy, Human Science","www.worcester.ac.uk"
"C_UK078_98","UK078","SPORTS","MSc Sports Therapy (with Placement Year)","PG","2026","September","2 Years","St John's","2:2 Honours; IELTS 6.5 (6.0)","Sports therapy path featuring a professional one-year industry clinical placement.","Trauma Care, Placement Year, Rehabilitation, Dissertation","www.worcester.ac.uk"
"C_UK078_99","UK078","FOUNDATION","Foundation Year in Business and Management","UG","2026","September","1 Year","City Campus","72 UCAS Points; IELTS 5.5 (5.0)","Preparatory year for entry into business, marketing, or HR management degrees.","Foundation Business, Study Skills, Economics Intro, Project","www.worcester.ac.uk"
"C_UK078_100","UK078","FOUNDATION","Foundation Year in Social Sciences and Psychology","UG","2026","September","1 Year","St John's","72 UCAS Points; IELTS 5.5 (5.0)","Preparatory year for entry into psychology, sociology, or criminology degrees.","Foundation Social Science, Study Skills, Psychology Intro, Project","www.worcester.ac.uk"
