course_id,university_id,subject_code,title,level,start_year,start_month,duration_years,location,entry_requirements,overview,modules,course_url
C_IADT019_01,IRL019,DESIGN,BA (Hons) in Graphic Design (Add-on),Topup,2026,September,1 Year,Dun Laoghaire Dublin,"Level 7 in Design; Portfolio; IELTS 6.0","Intensive studio-based year for designers to attain an honours level.","Advanced Typography, Brand Identity, Professional Practice",iadt.ie/courses/graphic-design-add-on/
C_NCI021_01,IRL021,BUSINESS_MANAGEMENT,BA (Hons) in Business (Top-up),Topup,2026,September,1 Year,IFSC Dublin,"Level 7 Degree in Business; IELTS 6.0","Final year honours degree located in the heart of Dublin's financial district.","Strategic Management, Contemporary Business Issues, Research Methods",www.ncirl.ie/Courses/BA-Honours-in-Business-Top-Up
C_ATU022_01,IRL022,QUANTITY_SURVEYING,BSc (Hons) in Quantity Surveying (Add-on),Topup,2026,September,1 Year,Galway Campus,"Level 7 in Construction/QS; IELTS 6.0","Professional-track final year for Chartered Quantity Surveyor accreditation.","Cost Management, Construction Law, Estimating",www.atu.ie/courses/bsc-hons-quantity-surveying-add-on
C_SET023_01,IRL023,MECHANICAL_ENGINEERING,BEng (Hons) in Mechanical Engineering (Add-on),Topup,2026,September,1 Year,Waterford Campus,"Level 7 Mechanical Engineering; IELTS 6.0","Advanced engineering principles and design project for technical honours.","Heat Transfer, Mechanical Design, Engineering Project",www.setu.ie/courses/beng-hons-mechanical-engineering-add-on
C_SET023_02,IRL023,ACCOUNTING,BA (Hons) in Accounting (Add-on),Topup,2026,September,1 Year,Waterford Campus,"Level 7 Accounting; IELTS 6.0","Final year focusing on strategic financial reporting and professional exemptions.","Strategic Financial Management, Taxation, Auditing",www.setu.ie/courses/ba-hons-accounting-add-on
C_SET023_03,IRL023,SOCIAL_CARE,BA (Hons) in Social Care Practice (Add-on),Topup,2026,September,1 Year,Waterford/Carlow,"Level 7 Social Care; IELTS 6.0","A critical add-on year for professional CORU registration eligibility.","Social Policy, Legal Studies, Social Care Ethics",www.setu.ie/courses/ba-hons-social-care-add-on
C_TUS026_01,IRL026,CREATIVE_MEDIA,BA (Hons) in Digital Animation (Add-on),Topup,2026,September,1 Year,Athlone Campus,"Level 7 Animation/Media; IELTS 6.0","Studio-based final year for animators to complete their honours degree.","3D Modelling, Compositing, Portfolio Development",www.tus.ie/courses/ba-hons-digital-animation-add-on
C_TUS026_02,IRL026,CIVIL_ENGINEERING,BSc (Hons) in Civil Engineering (Add-on),Topup,2026,September,1 Year,Limerick Campus,"Level 7 Civil Engineering; IELTS 6.0","Technical management and advanced structural design for civil engineers.","Structural Analysis, Water Engineering, Geotechnical Engineering",www.tus.ie/courses/bsc-hons-civil-engineering-add-on
C_TUS026_03,IRL026,EARLY_CHILDHOOD,BA (Hons) in Early Childhood Education (Add-on),Topup,2026,September,1 Year,Midlands Campus,"Level 7 Early Childhood; IELTS 6.0","Advanced pedagogy and leadership training for the early years sector.","Leadership in ECE, Inclusive Practice, Child Protection",www.tus.ie/courses/ba-hons-early-childhood-add-on
C_TUD027_01,IRL027,COMPUTER_SCIENCE,BSc (Hons) in Computing (Add-on),Topup,2026,September,1 Year,Grangegorman Campus,"Level 7 Computing Degree; IELTS 6.0","Specialized final year in advanced computing systems at Ireland's largest TU.","Distributed Systems, Scalable Computing, Project",www.tudublin.ie/courses/bsc-hons-computing-add-on
C_TUD027_02,IRL027,DIGITAL_MARKETING,BSc (Hons) in Digital Marketing (Add-on),Topup,2026,September,1 Year,Tallaght Campus,"Level 7 Marketing/Business; IELTS 6.0","Strategic application of digital tools in modern marketing campaigns.","Data Analytics, Campaign Planning, Social Media Strategy",www.tudublin.ie/courses/bsc-hons-digital-marketing-add-on
C_TUD027_03,IRL027,CONSTRUCTION,BSc (Hons) in Construction Management (Add-on),Topup,2026,September,1 Year,Dublin Campus,"Level 7 Construction; IELTS 6.0","Prepares site managers for senior project leadership roles.","Project Management, Construction Law, Building Economics",www.tudublin.ie/courses/bsc-hons-construction-management-add-on
C_ABE001_01,UK001,COMPUTER_SCIENCE,BSc (Hons) Computing (Top-up),Topup,2026,September,1 Year,Dundee Campus,"Level 5 HND; IELTS 6.0","Bridge programme to convert technical diplomas into a full honours degree.","Advanced Software Development, Network Security, Honours Project",www.abertay.ac.uk/courses/bsc-hons-computing/
C_ABE001_02,UK001,BUSINESS_MANAGEMENT,BA (Hons) Business Management (Top-up),Topup,2026,September,1 Year,Dundee Campus,"Level 5 HND; IELTS 6.0","Focused on strategic leadership and operational excellence.","Strategic Management, International Marketing, HRM",www.abertay.ac.uk/courses/ba-hons-business-management/
C_ABE002_01,UK002,BUSINESS_MANAGEMENT,BA (Hons) Business and Management (Top-up),Topup,2026,September,1 Year,Aberystwyth Campus,"Level 5 HND/Diploma; IELTS 6.0","Intensive path to an honours degree focusing on strategic leadership.","Strategic Management, Marketing Management, Corporate Governance",www.aber.ac.uk/en/undergrad/courses/business-management-top-up/
C_ARU003_01,UK003,BUSINESS_MANAGEMENT,BSc (Hons) Business and Management (Top-up),Topup,2026,September,1 Year,Cambridge Campus,"Level 5 HND/FD; IELTS 6.0","Enhances management skills and strategic thinking for professionals.","Strategic Management, Sustainable Business, Marketing Communications",www.aru.ac.uk/study/undergraduate/business-and-management-top-up
C_ARU003_02,UK003,NURSING,BSc (Hons) International Nursing (Top-up),Topup,2026,September,1 Year,Chelmsford Campus,"Registered Nurse; IELTS 6.5","Designed for international nurses to upgrade to a UK BSc Honours degree.","Clinical Governance, Evidence Based Practice, Leadership",www.aru.ac.uk/study/undergraduate/international-nursing-top-up
C_ARD004_01,UK004,BUSINESS_MANAGEMENT,BA (Hons) Business Management (Top-up),Topup,2026,September,1 Year,Birmingham Campus,"Level 5 HND; IELTS 6.0","Flexible, industry-led final year focusing on management competencies.","Project Management, Contemporary Management, Strategic Management",arden.ac.uk/our-courses/undergraduate/top-up-degrees/ba-hons-business-management-top-up
C_AUP006_01,UK006,DESIGN,BA (Hons) Graphic Design (Top-up),Topup,2026,September,1 Year,Plymouth Campus,"Level 5 HND; Portfolio; IELTS 6.0","Refines professional practice and studio expertise for honours degree.","Professional Practice, Studio Project, Dissertation",www.aup.ac.uk/courses/ba-hons-graphic-design-top-up
C_AST007_01,UK007,BUSINESS_ADMINISTRATION,BSc (Hons) Business Administration (Top-up),Topup,2026,September,1 Year,Birmingham Campus,"Level 5 HND; IELTS 6.5","Specialist final year at a triple-accredited business school.","Strategic Management, Operations, International Business",www.aston.ac.uk/study/courses/business-administration-top-up-bsc
C_BAN008_01,UK008,BUSINESS_MANAGEMENT,BA (Hons) Business and Management (Top-up),Topup,2026,September,1 Year,Bangor Campus,"Level 5 HND; IELTS 6.0","Focuses on global management and organizational strategy.","Research Methods, Global Marketing, Strategic Management",www.bangor.ac.uk/courses/undergraduate/n101-business-and-management-top-up
C_BSU009_01,UK009,BUSINESS_MANAGEMENT,BA (Hons) Business and Management (Top-up),Topup,2026,September,1 Year,Newton Park Campus,"Level 5 HND; IELTS 6.0","Develops strategic leadership and professional management skills.","Strategic Management, Business Strategy, International Marketing",www.bathspa.ac.uk/courses/ug-business-and-management-top-up/
C_BIM010_01,UK010,MUSIC,BA (Hons) Creative Music Production (Top-up),Topup,2026,September,1 Year,London Campus,"Level 5 Diploma; IELTS 6.0","Specialist final year for music producers to reach honours level.","Major Project, Professional Portfolio, Industry Strategy",www.bimm.ac.uk/courses/ba-hons-creative-music-production-top-up/
C_BIM010_02,UK010,MUSIC,BA (Hons) Music Business (Top-up),Topup,2026,September,1 Year,London Campus,"Level 5 Diploma; IELTS 6.0","Specialist final year for music industry professionals.","Business Strategy, Entrepreneurship, Professional Portfolio",www.bimm.ac.uk/courses/ba-hons-music-business-top-up/
C_BIR011_01,UK011,BUSINESS_MANAGEMENT,BA (Hons) Business Management (Top-up),Topup,2026,September,1 Year,London Campus,"Level 5 HND/FD; IELTS 6.5","Evening-based flexible top-up for working professionals in London.","Management Theory, Global Business, Research Project",www.bbk.ac.uk/courses/undergraduate/business-management-top-up
C_BCU012_01,UK012,BUSINESS_MANAGEMENT,BA (Hons) International Business (Top-up),Topup,2026,September,1 Year,City Centre Campus,"Level 5 Diploma; IELTS 6.0","Focuses on global operations and international marketing strategies.","Global Business Strategy, International Marketing, Cross-Cultural Management",www.bcu.ac.uk/courses/international-business-top-up-ba-hons
C_NEW013_01,UK013,EDUCATION,BA (Hons) Early Childhood Education (Top-up),Topup,2026,September,1 Year,Birmingham Campus,"Level 5 Early Years; IELTS 6.0","Professional year to upgrade from Foundation Degree to Honours.","Research in Education, Safeguarding, Leadership in Early Years",www.newman.ac.uk/course/early-childhood-education-top-up/
C_BOU014_01,UK014,BUSINESS_MANAGEMENT,BA (Hons) Business & Management (Top-up),Topup,2026,September,1 Year,Talbot Campus,"Level 5 HND; IELTS 6.0","Converts a foundation degree into a BA honours degree.","Contemporary Issues, Strategic Management, Dissertation",www.bournemouth.ac.uk/study/courses/ba-hons-business-management-top
C_BNU016_01,UK016,BUSINESS_MANAGEMENT,BA (Hons) Business Management (Top-up),Topup,2026,September,1 Year,High Wycombe Campus,"Level 5 HND; IELTS 6.0","Career-focused year for strategic leadership and management.","Strategic Management, Business Plan, International Marketing",www.bnu.ac.uk/courses/undergraduate/ba-hons-business-management-top-up
C_CCC017_02,UK017,BUSINESS_MANAGEMENT,BSc (Hons) Business Management (Top-up),Topup,2026,September,1 Year,Canterbury Campus,"Level 5 HND; IELTS 6.0","Focuses on contemporary business challenges and innovation.","Strategic Management, International Marketing, Applied Project",www.canterbury.ac.uk/study-here/courses/undergraduate/business-management-top-up
C_CCC017_03,UK017,NURSING,BSc (Hons) International Nursing (Top-up),Topup,2026,September,1 Year,Canterbury Campus,"Registered Nurse; IELTS 6.5","Designed for international nurses to gain a UK Honours degree.","Clinical Leadership, Research Methods, Global Health",www.canterbury.ac.uk/study-here/courses/undergraduate/international-nursing-top-up
C_CMU018_01,UK018,BANKING_AND_FINANCE,BSc (Hons) International Banking & Finance (Top-up),Topup,2026,September,1 Year,Llandaff Campus,"Level 5 Finance; IELTS 6.0","Focused on global financial markets and investment analysis.","International Finance, Investment Concepts, Portfolio Management",www.cardiffmet.ac.uk/courses/undergraduate/bsc-international-banking-and-finance-top-up
C_COV021_01,UK021,BUSINESS_MANAGEMENT,BA (Hons) Business Management & Leadership (Top-up),Topup,2026,September,1 Year,Coventry Campus,"Level 5 HND/Diploma; IELTS 6.0","A final year to develop high-level leadership skills and strategic business awareness.","Strategic Management, Leadership and Change, Marketing Strategy",www.coventry.ac.uk/cuc/study/top-up-degrees/business-management-leadership
C_COV021_02,UK021,CYBER_SECURITY,BSc (Hons) Cloud Computing (Top-up),Topup,2026,September,1 Year,Coventry Campus,"Level 5 in Computing; IELTS 6.0","Focused on cloud infrastructure, deployment models, and secure cloud environments.","Cloud Infrastructure, Secure Systems, Distributed Systems",www.coventry.ac.uk/cuc/study/top-up-degrees/cloud-computing
C_COV021_03,UK021,NURSING,BSc (Hons) Nursing Studies (Top-up),Topup,2026,September,1 Year,Coventry Campus,"Nursing Diploma; RN status; IELTS 6.5","A post-registration degree for international nurses to enhance clinical leadership.","Evidence-based Practice, Clinical Leadership, Health Assessment",www.coventry.ac.uk/course-structure/ug/top-up/nursing-studies-bsc-hons-top-up/
C_DMU023_01,UK023,BUSINESS_ADMINISTRATION,BA (Hons) Business Administration and Management (Top-up),Topup,2026,September,1 Year,Leicester Campus,"Level 5 HND in Business; IELTS 6.0","A globally-focused final year designed to refine management expertise.","Strategic Management, Global Business Issues, Creative Management",www.dmu.ac.uk/study/courses/ba-hons-business-administration-and-management-top-up
C_DMU023_02,UK023,COMPUTER_SCIENCE,BSc (Hons) Computing (Top-up),Topup,2026,September,1 Year,Leicester Campus,"Level 5 HND Computing; IELTS 6.0","Advanced entry to complete an honours degree with a focus on current computing trends.","Advanced Software Development, Database Systems, Computer Ethics",www.dmu.ac.uk/study/courses/bsc-hons-computing-top-up
C_DMU023_03,UK023,ARTS_MANAGEMENT,BA (Hons) Global Arts Management (Top-up),Topup,2026,September,1 Year,Leicester Campus,"Level 5 in Arts/Design; IELTS 6.0","Specialist management training for the creative and cultural industries.","Strategic Arts Management, Cultural Policy, Creative Enterprise",www.dmu.ac.uk/study/courses/undergraduate-courses/global-arts-management-top-up/
C_EHU024_01,UK024,BUSINESS_MANAGEMENT,BA (Hons) Business Management (Top-up),Topup,2026,September,1 Year,Ormskirk Campus,"Level 5 HND/Foundation Degree; IELTS 6.0","Professional final year focused on strategic leadership and global enterprise.","Strategic Management, Contemporary Management Issues, Research Project",www.edgehill.ac.uk/courses/business-management-top-up
C_EHU024_02,UK024,EDUCATION,BA (Hons) Early Years Leadership (Top-up),Topup,2026,September,1 Year,Ormskirk Campus,"Level 5 in Early Years; IELTS 6.0","Enhances leadership and management skills within early years educational settings.","Leadership in Early Years, Professional Practice, Dissertation",www.edgehill.ac.uk/courses/early-years-leadership-top-up
C_ENU025_01,UK025,BUSINESS_MANAGEMENT,BA (Hons) Business Management (Top-up),Topup,2026,September,1 Year,Craiglockhart Campus,"Level 5 HND; IELTS 6.0","Intensive final year providing a global perspective on management and innovation.","Strategic Management, International Marketing, Managing Innovation",www.napier.ac.uk/courses/ba-hons-business-management-top-up
C_ENU025_02,UK025,COMPUTER_SCIENCE,BSc (Hons) Computing (Top-up),Topup,2026,September,1 Year,Merchiston Campus,"Level 5 HND in Computing; IELTS 6.0","Advanced entry program focusing on software engineering and information systems.","Software Engineering, Information Systems Strategy, Honours Project",www.napier.ac.uk/courses/bsc-hons-computing-top-up
C_ENU025_03,UK025,NURSING,BSc Nursing Studies (Top-up),Topup,2026,September,1 Year,Online,"Diploma in Nursing; IELTS 6.0","Flexible top-up for registered nurses to advance clinical knowledge.","Advancing Practice, Leadership in Health, Chronic Disease Management",www.napier.ac.uk/courses/bsc-nursing-studies-global-online-undergraduate-online-learning
C_FAL026_01,UK026,CREATIVE_WRITING,BA (Hons) Creative Writing (Top-up),Topup,2026,September,1 Year,Falmouth Campus,"Level 5 in related field; Portfolio; IELTS 6.5","A specialist final year for writers to produce a major professional manuscript.","Professional Portfolio, Creative Research, Major Project",www.falmouth.ac.uk/study/undergraduate/creative-writing-top-up
C_GCU027_01,UK027,BUSINESS_MANAGEMENT,BA (Hons) Business Management (Top-up),Topup,2026,September,1 Year,Glasgow Campus,"Level 5 HND Business; IELTS 6.0","A comprehensive final year in international business strategy and ethics.","International Management, Ethics and Sustainability, Honours Dissertation",www.gcu.ac.uk/study/courses/ba-hons-business-management-top-up
C_HAU029_01,UK029,AGRICULTURE,BSc (Hons) Agriculture (Top-up),Topup,2026,September,1 Year,Newport Campus,"Foundation Degree/HND Agriculture; IELTS 6.0","Specialist top-up for technical agriculturalists moving into strategic management.","Farm Strategic Management, Sustainable Crop Production, Honours Project",www.harper-adams.ac.uk/courses/undergraduate/bsc-hons-agriculture-top-up
C_HAR030_01,UK030,SPORTS_SCIENCE,BSc (Hons) Sports Coaching (Top-up),Topup,2026,September,1 Year,Gloucester Campus,"Level 5 in Sports; IELTS 6.0","Refines coaching philosophy and performance analysis at an honours level.","High Performance Coaching, Sports Analytics, Honours Dissertation",www.hartpury.ac.uk/courses/undergraduate/bsc-hons-sports-coaching-top-up
C_HSU031_01,UK031,HEALTHCARE,BSc (Hons) Health Sciences (Top-up),Topup,2026,September,1 Year,Bournemouth Campus,"Level 5 in Health/Science; IELTS 6.0","Multidisciplinary final year for health professionals to gain an honours degree.","Evidence-based Practice, Health Promotion, Research Project",www.hsu.ac.uk/courses/bsc-health-sciences-top-up
C_HWU032_01,UK032,BUSINESS,BA (Hons) Business Administration (Top-up),Topup,2026,September,1 Year,Edinburgh Campus,"Level 5 HND Business; IELTS 6.0","Focuses on global management, operations, and strategic decision-making.","Strategic Management, Project Management, Business Ethics",www.hw.ac.uk/study/undergraduate/business-administration-top-up.htm
C_KEE033_01,UK033,NURSING,BSc (Hons) Nursing Studies (Top-up),Topup,2026,September,1 Year,Keele Campus,"Diploma in Nursing; IELTS 6.5","Designed for registered nurses to transition to an honours degree.","Leadership in Nursing, Clinical Research, Health Policy",www.keele.ac.uk/study/undergraduate/nursing-studies-top-up
C_KIN035_01,UK035,BUSINESS_MANAGEMENT,BA (Hons) Business Management (Top-up),Topup,2026,September,1 Year,Kingston Hill Campus,"Level 5 HND/Foundation Degree; IELTS 6.0","A specialist final year designed for strategic management roles.","Strategic Management, International Marketing, Global Business Issues",www.kingston.ac.uk/undergraduate/courses/business-management-top-up
C_KIN035_02,UK035,COMPUTER_SCIENCE,BSc (Hons) Computing (Top-up),Topup,2026,September,1 Year,Penrhyn Road Campus,"Level 5 HND in Computing; IELTS 6.0","Focuses on software engineering and information systems management.","Individual Project, Advanced Software Engineering, IT Management",www.kingston.ac.uk/undergraduate/courses/computing-top-up
C_LBU038_01,UK038,HOSPITALITY_MANAGEMENT,BA (Hons) International Hospitality Management (Top-up),Topup,2026,September,1 Year,City Campus,"Level 5 HND; IELTS 6.0","Prepares graduates for leadership roles in global hospitality.","Strategic Hospitality Management, Financial Management, Research Project",www.leedsbeckett.ac.uk/courses/international-hospitality-management-top-up
C_LBU038_02,UK038,MARKETING,BA (Hons) Marketing (Top-up),Topup,2026,September,1 Year,City Campus,"Level 5 HND Marketing/Business; IELTS 6.0","Advanced marketing strategy focus for diploma holders.","Strategic Marketing, Consumer Behaviour, Digital Marketing",www.leedsbeckett.ac.uk/courses/marketing-top-up
C_LTU039_01,UK039,BUSINESS_MANAGEMENT,BA (Hons) Business and Management (Top-up),Topup,2026,September,1 Year,Horsforth Campus,"Level 5 HND; IELTS 6.0","Designed to bridge to an honours degree with a focus on ethical leadership.","Business Strategy, Management and Leadership, Professional Development",www.leedstrinity.ac.uk/courses/business-and-management-top-up
C_BGU040_01,UK040,EDUCATION,BA (Hons) Education Studies (Top-up),Topup,2026,September,1 Year,Lincoln Campus,"Level 5 in Education/Early Years; IELTS 6.0","Professional final year to upgrade a foundation degree into a full honours.","Contemporary Issues in Education, Research Methods, Dissertation",www.lincolnbishop.ac.uk/courses/ba-hons-education-studies-top-up
C_LHU041_01,UK041,BUSINESS_MANAGEMENT,BA (Hons) Business Management (Top-up),Topup,2026,September,1 Year,Hope Park Campus,"Level 5 HND/Diploma; IELTS 6.0","Advanced insights into global management and professional ethics.","Strategic Management, International Marketing, Honours Project",www.hope.ac.uk/undergraduate/undergraduatecourses/businessmanagementtopup
C_LJM042_01,UK042,BUSINESS_ADMINISTRATION,BA (Hons) Business Administration (Top-up),Topup,2026,September,1 Year,Mount Pleasant Campus,"Level 5 HND/Foundation Degree; IELTS 6.0","Focused on management practice in a global corporate context.","Strategic Management, Global Business Environment, Business Project",www.ljmu.ac.uk/study/courses/undergraduate/business-administration-top-up
C_LJM042_02,UK042,QUANTITY_SURVEYING,BSc (Hons) Quantity Surveying (Top-up),Topup,2026,September,1 Year,Byrom Street Campus,"Level 5 HND Construction; IELTS 6.0","Professional-track program for RICS-aligned accreditation.","Construction Law, Procurement and Tendering, Measurement",www.ljmu.ac.uk/study/courses/undergraduate/quantity-surveying-top-up
C_LJM042_03,UK042,NURSING,BSc (Hons) Nursing Studies (Top-up),Topup,2026,September,1 Year,Mount Pleasant Campus,"Diploma in Nursing; IELTS 6.5","Advanced nursing practice and leadership for international nurses.","Research Methods, Leadership in Health, Clinical Excellence",www.ljmu.ac.uk/study/courses/undergraduate/nursing-studies-top-up
C_LMU045_01,UK045,BUSINESS_MANAGEMENT,BA (Hons) Business Management (Top-up),Topup,2026,September,1 Year,Holloway Campus,"Level 5 HND Business; IELTS 6.0","Strategic management skills for existing business diploma holders.","Strategic Management, Marketing Strategy, Business Ethics",www.londonmet.ac.uk/courses/undergraduate/business-management-top-up
C_LSB046_01,UK046,COMPUTER_SCIENCE,BSc (Hons) Computer Science (Top-up),Topup,2026,September,1 Year,Southwark Campus,"Level 5 HND Computing; IELTS 6.0","Advanced software development, AI, and data engineering.","Advanced Software Engineering, Artificial Intelligence, Honours Project",www.lsbu.ac.uk/study/course-finder/computer-science-top-up-bsc
C_LSB046_02,UK046,ENGINEERING,BSc (Hons) Electrical and Electronic Engineering (Top-up),Topup,2026,September,1 Year,Southwark Campus,"HND Level 5 Engineering; IELTS 6.0","Accredited route towards Incorporated Engineer (IEng) status.","Control Systems, Digital Signal Processing, Engineering Project",www.lsbu.ac.uk/study/course-finder/electrical-and-electronic-engineering-top-up
C_MMU047_01,UK047,BUSINESS_ADMINISTRATION,BA (Hons) Business Administration and Management (Top-up),Topup,2026,September,1 Year,Manchester Campus,"Level 5 HND Business; IELTS 6.0","Refines leadership and strategy skills for global environments.","Global Governance and Strategy, Entrepreneurial Practice, Project Management",www.mmu.ac.uk/study/undergraduate/course/ba-business-administration-and-management-top-up
