tuition_id,course_id,university_id,academic_year,residency,tuition_fee,scholarship_amount,tuition_deposit,currency
TF_TUD027_02_INTL,C_TUD027_02,IRL027,2026,INTL,12500.00,1500.00,1000.00,EUR
TF_TUD027_02_EU,C_TUD027_02,IRL027,2026,EU,3000.00,0.00,0.00,EUR
TF_TUD027_03_INTL,C_TUD027_03,IRL027,2026,INTL,12500.00,1500.00,1000.00,EUR
TF_TUD027_03_EU,C_TUD027_03,IRL027,2026,EU,3000.00,0.00,0.00,EUR
TF_ABE001_01_INTL,C_ABE001_01,UK001,2026,INTL,16500.00,3000.00,1000.00,GBP
TF_ABE001_01_EU,C_ABE001_01,UK001,2026,EU,9250.00,0.00,0.00,GBP
TF_ABE001_02_INTL,C_ABE001_02,UK001,2026,INTL,16500.00,3000.00,1000.00,GBP
TF_ARU003_01_INTL,C_ARU003_01,UK003,2026,INTL,16000.00,2000.00,1000.00,GBP
TF_ARU003_01_EU,C_ARU003_01,UK003,2026,EU,9250.00,0.00,0.00,GBP
TF_ARU003_02_INTL,C_ARU003_02,UK003,2026,INTL,16000.00,2000.00,1000.00,GBP
TF_ARU003_02_EU,C_ARU003_02,UK003,2026,EU,9250.00,0.00,0.00,GBP
TF_ARD004_01_INTL,C_ARD004_01,UK004,2026,INTL,14000.00,1000.00,500.00,GBP
TF_ARD004_01_EU,C_ARD004_01,UK004,2026,EU,9250.00,0.00,0.00,GBP
TF_ARD004_02_INTL,C_ARD004_02,UK004,2026,INTL,14000.00,1000.00,500.00,GBP
TF_ARD004_02_EU,C_ARD004_02,UK004,2026,EU,9250.00,0.00,0.00,GBP
TF_AUP006_01_INTL,C_AUP006_01,UK006,2026,INTL,16500.00,1500.00,1000.00,GBP
TF_AUP006_01_EU,C_AUP006_01,UK006,2026,EU,9250.00,0.00,0.00,GBP
TF_BSU009_01_INTL,C_BSU009_01,UK009,2026,INTL,16500.00,2000.00,1000.00,GBP
TF_BSU009_01_EU,C_BSU009_01,UK009,2026,EU,9250.00,0.00,0.00,GBP
TF_BIM010_01_INTL,C_BIM010_01,UK010,2026,INTL,16000.00,1000.00,500.00,GBP
TF_BIM010_01_EU,C_BIM010_01,UK010,2026,EU,9250.00,0.00,0.00,GBP
TF_BCU012_01_INTL,C_BCU012_01,UK012,2026,INTL,16500.00,2000.00,1000.00,GBP
TF_BCU012_01_EU,C_BCU012_01,UK012,2026,EU,9250.00,0.00,0.00,GBP
TF_BCU012_02_INTL,C_BCU012_02,UK012,2026,INTL,16500.00,2000.00,1000.00,GBP
TF_BCU012_02_EU,C_BCU012_02,UK012,2026,EU,9250.00,0.00,0.00,GBP
TF_NEW013_01_INTL,C_NEW013_01,UK013,2026,INTL,14500.00,1000.00,500.00,GBP
TF_NEW013_01_EU,C_NEW013_01,UK013,2026,EU,9250.00,0.00,0.00,GBP
TF_BOU014_01_INTL,C_BOU014_01,UK014,2026,INTL,17500.00,2500.00,1000.00,GBP
TF_BOU014_01_EU,C_BOU014_01,UK014,2026,EU,9250.00,0.00,0.00,GBP
TF_BNU016_01_INTL,C_BNU016_01,UK016,2026,INTL,15910.00,1000.00,500.00,GBP
TF_BNU016_01_EU,C_BNU016_01,UK016,2026,EU,9250.00,0.00,0.00,GBP
TF_BNU016_02_INTL,C_BNU016_02,UK016,2026,INTL,15910.00,1000.00,500.00,GBP
TF_BNU016_02_EU,C_BNU016_02,UK016,2026,EU,9250.00,0.00,0.00,GBP
TF_CCC017_01_INTL,C_CCC017_01,UK017,2026,INTL,15500.00,1500.00,1000.00,GBP
TF_CCC017_01_EU,C_CCC017_01,UK017,2026,EU,9250.00,0.00,0.00,GBP
TF_CCC017_02_INTL,C_CCC017_02,UK017,2026,INTL,15500.00,1500.00,1000.00,GBP
TF_CCC017_02_EU,C_CCC017_02,UK017,2026,EU,9250.00,0.00,0.00,GBP
TF_CMU018_01_INTL,C_CMU018_01,UK018,2026,INTL,16000.00,2000.00,1000.00,GBP
TF_CMU018_01_EU,C_CMU018_01,UK018,2026,EU,9250.00,0.00,0.00,GBP
TF_CMU018_02_INTL,C_CMU018_02,UK018,2026,INTL,16000.00,2000.00,1000.00,GBP
TF_CMU018_02_EU,C_CMU018_02,UK018,2026,EU,9250.00,0.00,0.00,GBP
TF_COV021_01_INTL,C_COV021_01,UK021,2026,INTL,16800.00,1500.00,1000.00,GBP
TF_COV021_01_EU,C_COV021_01,UK021,2026,EU,9250.00,0.00,0.00,GBP
TF_COV021_02_INTL,C_COV021_02,UK021,2026,INTL,16800.00,1500.00,1000.00,GBP
TF_COV021_02_EU,C_COV021_02,UK021,2026,EU,9250.00,0.00,0.00,GBP
TF_COV021_03_INTL,C_COV021_03,UK021,2026,INTL,16800.00,1500.00,1000.00,GBP
TF_COV021_03_EU,C_COV021_03,UK021,2026,EU,9250.00,0.00,0.00,GBP
TF_ENU025_03_INTL,C_ENU025_03,UK025,2026,INTL,17800.00,1000.00,1000.00,GBP
TF_ENU025_03_EU,C_ENU025_03,UK025,2026,EU,9250.00,0.00,0.00,GBP
TF_HSU031_01_INTL,C_HSU031_01,UK031,2026,INTL,15500.00,1000.00,1000.00,GBP
TF_HSU031_01_EU,C_HSU031_01,UK031,2026,EU,9250.00,0.00,0.00,GBP
TF_KEE033_01_INTL,C_KEE033_01,UK033,2026,INTL,16500.00,1000.00,1000.00,GBP
TF_KEE033_01_EU,C_KEE033_01,UK033,2026,EU,9250.00,0.00,0.00,GBP
TF_LJM042_03_INTL,C_LJM042_03,UK042,2026,INTL,17100.00,1500.00,1000.00,GBP
TF_LJM042_03_EU,C_LJM042_03,UK042,2026,EU,9250.00,0.00,0.00,GBP
TF_MDX048_01_INTL,C_MDX048_01,UK048,2026,INTL,16600.00,1000.00,1000.00,GBP
TF_MDX048_01_EU,C_MDX048_01,UK048,2026,EU,9250.00,0.00,0.00,GBP
TF_MDX048_02_INTL,C_MDX048_02,UK048,2026,INTL,17300.00,1000.00,1000.00,GBP
TF_MDX048_02_EU,C_MDX048_02,UK048,2026,EU,9250.00,0.00,0.00,GBP
TF_NEU050_01_INTL,C_NEU050_01,UK050,2026,INTL,16500.00,2000.00,1000.00,GBP
TF_NEU050_01_EU,C_NEU050_01,UK050,2026,EU,9250.00,0.00,0.00,GBP
TF_COV021_01_INTL,C_COV021_01,UK021,2026,INTL,16800.00,1500.00,1000.00,GBP
TF_COV021_01_EU,C_COV021_01,UK021,2026,EU,9250.00,0.00,0.00,GBP
TF_COV021_02_INTL,C_COV021_02,UK021,2026,INTL,16800.00,1500.00,1000.00,GBP
TF_COV021_02_EU,C_COV021_02,UK021,2026,EU,9250.00,0.00,0.00,GBP
TF_COV021_03_INTL,C_COV021_03,UK021,2026,INTL,16800.00,1500.00,1000.00,GBP
TF_COV021_03_EU,C_COV021_03,UK021,2026,EU,9250.00,0.00,0.00,GBP
TF_DMU023_01_INTL,C_DMU023_01,UK023,2026,INTL,15750.00,1000.00,1000.00,GBP
TF_DMU023_01_EU,C_DMU023_01,UK023,2026,EU,9250.00,0.00,0.00,GBP
TF_DMU023_02_INTL,C_DMU023_02,UK023,2026,INTL,16250.00,1000.00,1000.00,GBP
TF_DMU023_02_EU,C_DMU023_02,UK023,2026,EU,9250.00,0.00,0.00,GBP
TF_DMU023_03_INTL,C_DMU023_03,UK023,2026,INTL,15750.00,1000.00,1000.00,GBP
TF_DMU023_03_EU,C_DMU023_03,UK023,2026,EU,9250.00,0.00,0.00,GBP
TF_EHU024_01_INTL,C_EHU024_01,UK024,2026,INTL,16500.00,1000.00,1000.00,GBP
TF_EHU024_01_EU,C_EHU024_01,UK024,2026,EU,9250.00,0.00,0.00,GBP
TF_EHU024_02_INTL,C_EHU024_02,UK024,2026,INTL,16500.00,1000.00,1000.00,GBP
TF_EHU024_02_EU,C_EHU024_02,UK024,2026,EU,9250.00,0.00,0.00,GBP
TF_ENU025_01_INTL,C_ENU025_01,UK025,2026,INTL,17800.00,1000.00,1000.00,GBP
TF_ENU025_01_EU,C_ENU025_01,UK025,2026,EU,9250.00,0.00,0.00,GBP
TF_ENU025_02_INTL,C_ENU025_02,UK025,2026,INTL,18500.00,1000.00,1000.00,GBP
TF_ENU025_02_EU,C_ENU025_02,UK025,2026,EU,9250.00,0.00,0.00,GBP
TF_ENU025_03_INTL,C_ENU025_03,UK025,2026,INTL,17800.00,1000.00,1000.00,GBP
TF_ENU025_03_EU,C_ENU025_03,UK025,2026,EU,9250.00,0.00,0.00,GBP
TF_FAL026_01_INTL,C_FAL026_01,UK026,2026,INTL,17950.00,1000.00,1000.00,GBP
TF_FAL026_01_EU,C_FAL026_01,UK026,2026,EU,9250.00,0.00,0.00,GBP
TF_GCU027_01_INTL,C_GCU027_01,UK027,2026,INTL,15500.00,1000.00,1000.00,GBP
TF_GCU027_01_EU,C_GCU027_01,UK027,2026,EU,9250.00,0.00,0.00,GBP
TF_HAU029_01_INTL,C_HAU029_01,UK029,2026,INTL,16800.00,1000.00,1000.00,GBP
TF_HAU029_01_EU,C_HAU029_01,UK029,2026,EU,9250.00,0.00,0.00,GBP
TF_HAR030_01_INTL,C_HAR030_01,UK030,2026,INTL,16000.00,1000.00,1000.00,GBP
TF_HAR030_01_EU,C_HAR030_01,UK030,2026,EU,9250.00,0.00,0.00,GBP
TF_HSU031_01_INTL,C_HSU031_01,UK031,2026,INTL,15500.00,1000.00,1000.00,GBP
TF_HSU031_01_EU,C_HSU031_01,UK031,2026,EU,9250.00,0.00,0.00,GBP
TF_HWU032_01_INTL,C_HWU032_01,UK032,2026,INTL,17000.00,1000.00,1000.00,GBP
TF_HWU032_01_EU,C_HWU032_01,UK032,2026,EU,9250.00,0.00,0.00,GBP
TF_KEE033_01_INTL,C_KEE033_01,UK033,2026,INTL,16500.00,1000.00,1000.00,GBP
TF_KEE033_01_EU,C_KEE033_01,UK033,2026,EU,9250.00,0.00,0.00,GBP
TF_KIN035_01_INTL,C_KIN035_01,UK035,2026,INTL,17200.00,2000.00,1000.00,GBP
TF_KIN035_01_EU,C_KIN035_01,UK035,2026,EU,9250.00,0.00,0.00,GBP
TF_KIN035_02_INTL,C_KIN035_02,UK035,2026,INTL,18100.00,2000.00,1000.00,GBP
TF_KIN035_02_EU,C_KIN035_02,UK035,2026,EU,9250.00,0.00,0.00,GBP
TF_LBU038_01_INTL,C_LBU038_01,UK038,2026,INTL,16000.00,1000.00,1000.00,GBP
TF_LBU038_01_EU,C_LBU038_01,UK038,2026,EU,9250.00,0.00,0.00,GBP
TF_LBU038_02_INTL,C_LBU038_02,UK038,2026,INTL,16000.00,1000.00,1000.00,GBP
TF_LBU038_02_EU,C_LBU038_02,UK038,2026,EU,9250.00,0.00,0.00,GBP
TF_LTU039_01_INTL,C_LTU039_01,UK039,2026,INTL,15500.00,1000.00,1000.00,GBP
TF_LTU039_01_EU,C_LTU039_01,UK039,2026,EU,9250.00,0.00,0.00,GBP
TF_BGU040_01_INTL,C_BGU040_01,UK040,2026,INTL,15000.00,1000.00,1000.00,GBP
TF_BGU040_01_EU,C_BGU040_01,UK040,2026,EU,9250.00,0.00,0.00,GBP
TF_LHU041_01_INTL,C_LHU041_01,UK041,2026,INTL,15500.00,1000.00,1000.00,GBP
TF_LHU041_01_EU,C_LHU041_01,UK041,2026,EU,9250.00,0.00,0.00,GBP
TF_LJM042_01_INTL,C_LJM042_01,UK042,2026,INTL,17100.00,1500.00,1000.00,GBP
TF_LJM042_01_EU,C_LJM042_01,UK042,2026,EU,9250.00,0.00,0.00,GBP
TF_LJM042_02_INTL,C_LJM042_02,UK042,2026,INTL,18200.00,1500.00,1000.00,GBP
TF_LJM042_02_EU,C_LJM042_02,UK042,2026,EU,9250.00,0.00,0.00,GBP
TF_LJM042_03_INTL,C_LJM042_03,UK042,2026,INTL,17100.00,1500.00,1000.00,GBP
TF_LJM042_03_EU,C_LJM042_03,UK042,2026,EU,9250.00,0.00,0.00,GBP
TF_LMU045_01_INTL,C_LMU045_01,UK045,2026,INTL,16500.00,1000.00,1000.00,GBP
TF_LMU045_01_EU,C_LMU045_01,UK045,2026,EU,9250.00,0.00,0.00,GBP
TF_LSB046_01_INTL,C_LSB046_01,UK046,2026,INTL,15900.00,1500.00,1000.00,GBP
TF_LSB046_01_EU,C_LSB046_01,UK046,2026,EU,9250.00,0.00,0.00,GBP
TF_LSB046_02_INTL,C_LSB046_02,UK046,2026,INTL,15900.00,1500.00,1000.00,GBP
TF_LSB046_02_EU,C_LSB046_02,UK046,2026,EU,9250.00,0.00,0.00,GBP
TF_MMU047_01_INTL,C_MMU047_01,UK047,2026,INTL,18500.00,2000.00,2000.00,GBP
TF_MMU047_01_EU,C_MMU047_01,UK047,2026,EU,9250.00,0.00,0.00,GBP
TF_MDX048_01_INTL,C_MDX048_01,UK048,2026,INTL,16600.00,1000.00,1000.00,GBP
TF_MDX048_01_EU,C_MDX048_01,UK048,2026,EU,9250.00,0.00,0.00,GBP
TF_MDX048_02_INTL,C_MDX048_02,UK048,2026,INTL,17300.00,1000.00,1000.00,GBP
TF_MDX048_02_EU,C_MDX048_02,UK048,2026,EU,9250.00,0.00,0.00,GBP
TF_NEU050_01_INTL,C_NEU050_01,UK050,2026,INTL,16500.00,2000.00,1000.00,GBP
TF_NEU050_01_EU,C_NEU050_01,UK050,2026,EU,9250.00,0.00,0.00,GBP
TF_NUA051_01_INTL,C_NUA051_01,UK051,2026,INTL,17000.00,1000.00,1000.00,GBP
TF_NUA051_01_EU,C_NUA051_01,UK051,2026,EU,9250.00,0.00,0.00,GBP
TF_NUA051_02_INTL,C_NUA051_02,UK051,2026,INTL,17000.00,1000.00,1000.00,GBP
TF_NUA051_02_EU,C_NUA051_02,UK051,2026,EU,9250.00,0.00,0.00,GBP
TF_NTU052_01_INTL,C_NTU052_01,UK052,2026,INTL,17100.00,1000.00,2000.00,GBP
TF_NTU052_01_EU,C_NTU052_01,UK052,2026,EU,9250.00,0.00,0.00,GBP
TF_NTU052_02_INTL,C_NTU052_02,UK052,2026,INTL,17100.00,1000.00,2000.00,GBP
TF_NTU052_02_EU,C_NTU052_02,UK052,2026,EU,9250.00,0.00,0.00,GBP
TF_NTU052_03_INTL,C_NTU052_03,UK052,2026,INTL,17100.00,1000.00,2000.00,GBP
TF_NTU052_03_EU,C_NTU052_03,UK052,2026,EU,9250.00,0.00,0.00,GBP
TF_OXB053_01_INTL,C_OXB053_01,UK053,2026,INTL,16800.00,2000.00,1000.00,GBP
TF_OXB053_01_EU,C_OXB053_01,UK053,2026,EU,9250.00,0.00,0.00,GBP
TF_OXB053_02_INTL,C_OXB053_02,UK053,2026,INTL,16800.00,2000.00,1000.00,GBP
TF_OXB053_02_EU,C_OXB053_02,UK053,2026,EU,9250.00,0.00,0.00,GBP
TF_QMU054_01_INTL,C_QMU054_01,UK054,2026,INTL,15500.00,1000.00,1000.00,GBP
TF_QMU054_01_EU,C_QMU054_01,UK054,2026,EU,9250.00,0.00,0.00,GBP
TF_RAV057_01_INTL,C_RAV057_01,UK057,2026,INTL,16500.00,1500.00,1000.00,GBP
TF_RAV057_01_EU,C_RAV057_01,UK057,2026,EU,9250.00,0.00,0.00,GBP
TF_RAV057_02_INTL,C_RAV057_02,UK057,2026,INTL,16500.00,1500.00,1000.00,GBP
TF_RAV057_02_EU,C_RAV057_02,UK057,2026,EU,9250.00,0.00,0.00,GBP
TF_ROE059_01_INTL,C_ROE059_01,UK059,2026,INTL,15750.00,1000.00,1000.00,GBP
TF_ROE059_01_EU,C_ROE059_01,UK059,2026,EU,9250.00,0.00,0.00,GBP
TF_RAU060_01_INTL,C_RAU060_01,UK060,2026,INTL,16500.00,1000.00,1000.00,GBP
TF_RAU060_01_EU,C_RAU060_01,UK060,2026,EU,9250.00,0.00,0.00,GBP
TF_SHU062_01_INTL,C_SHU062_01,UK062,2026,INTL,16800.00,1000.00,1000.00,GBP
TF_SHU062_01_EU,C_SHU062_01,UK062,2026,EU,9250.00,0.00,0.00,GBP
TF_SHU062_02_INTL,C_SHU062_02,UK062,2026,INTL,16800.00,1000.00,1000.00,GBP
TF_SHU062_02_EU,C_SHU062_02,UK062,2026,EU,9250.00,0.00,0.00,GBP
TF_SHU062_03_INTL,C_SHU062_03,UK062,2026,INTL,16800.00,1000.00,1000.00,GBP
TF_SHU062_03_EU,C_SHU062_03,UK062,2026,EU,9250.00,0.00,0.00,GBP
TF_SOL064_01_INTL,C_SOL064_01,UK064,2026,INTL,16500.00,1000.00,1000.00,GBP
TF_SOL064_01_EU,C_SOL064_01,UK064,2026,EU,9250.00,0.00,0.00,GBP
TF_SOL064_02_INTL,C_SOL064_02,UK064,2026,INTL,16500.00,1000.00,1000.00,GBP
TF_SOL064_02_EU,C_SOL064_02,UK064,2026,EU,9250.00,0.00,0.00,GBP
TF_SMU066_01_INTL,C_SMU066_01,UK066,2026,INTL,15900.00,1000.00,1000.00,GBP
TF_SMU066_01_EU,C_SMU066_01,UK066,2026,EU,9250.00,0.00,0.00,GBP
TF_TEE069_01_INTL,C_TEE069_01,UK069,2026,INTL,16000.00,1500.00,1000.00,GBP
TF_TEE069_01_EU,C_TEE069_01,UK069,2026,EU,9250.00,0.00,0.00,GBP
TF_TEE069_02_INTL,C_TEE069_02,UK069,2026,INTL,16000.00,1500.00,1000.00,GBP
TF_TEE069_02_EU,C_TEE069_02,UK069,2026,EU,9250.00,0.00,0.00,GBP
TF_RGU070_01_INTL,C_RGU070_01,UK070,2026,INTL,16200.00,1000.00,1000.00,GBP
TF_RGU070_01_EU,C_RGU070_01,UK070,2026,EU,9250.00,0.00,0.00,GBP
TF_RGU070_02_INTL,C_RGU070_02,UK070,2026,INTL,17500.00,1000.00,1000.00,GBP
TF_RGU070_02_EU,C_RGU070_02,UK070,2026,EU,9250.00,0.00,0.00,GBP
TF_BUC071_01_INTL,C_BUC071_01,UK071,2026,INTL,19500.00,2000.00,2000.00,GBP
TF_BUC071_01_EU,C_BUC071_01,UK071,2026,EU,13500.00,0.00,0.00,GBP
TF_LAW072_01_INTL,C_LAW072_01,UK072,2026,INTL,15500.00,1000.00,500.00,GBP
TF_LAW072_01_EU,C_LAW072_01,UK072,2026,EU,9250.00,0.00,0.00,GBP
TF_UON073_01_INTL,C_UON073_01,UK073,2026,INTL,15750.00,1000.00,1000.00,GBP
TF_UON073_01_EU,C_UON073_01,UK073,2026,EU,9250.00,0.00,0.00,GBP
TF_UON073_02_INTL,C_UON073_02,UK073,2026,INTL,16250.00,1000.00,1000.00,GBP
TF_UON073_02_EU,C_UON073_02,UK073,2026,EU,9250.00,0.00,0.00,GBP
TF_UON073_03_INTL,C_UON073_03,UK073,2026,INTL,15750.00,1000.00,1000.00,GBP
TF_UON073_03_EU,C_UON073_03,UK073,2026,EU,9250.00,0.00,0.00,GBP
TF_SAL074_01_INTL,C_SAL074_01,UK074,2026,INTL,16500.00,1500.00,1000.00,GBP
TF_SAL074_01_EU,C_SAL074_01,UK074,2026,EU,9250.00,0.00,0.00,GBP
TF_SAL074_02_INTL,C_SAL074_02,UK074,2026,INTL,17800.00,1500.00,1000.00,GBP
TF_SAL074_02_EU,C_SAL074_02,UK074,2026,EU,9250.00,0.00,0.00,GBP
TF_SAL074_03_INTL,C_SAL074_03,UK074,2026,INTL,16500.00,1500.00,1000.00,GBP
TF_SAL074_03_EU,C_SAL074_03,UK074,2026,EU,9250.00,0.00,0.00,GBP
TF_UWL076_01_INTL,C_UWL076_01,UK076,2026,INTL,15500.00,1000.00,1000.00,GBP
TF_UWL076_01_EU,C_UWL076_01,UK076,2026,EU,9250.00,0.00,0.00,GBP
TF_UWL076_02_INTL,C_UWL076_02,UK076,2026,INTL,15500.00,1000.00,1000.00,GBP
TF_UWL076_02_EU,C_UWL076_02,UK076,2026,EU,9250.00,0.00,0.00,GBP
TF_WIN077_01_INTL,C_WIN077_01,UK077,2026,INTL,15900.00,1000.00,1000.00,GBP
TF_WIN077_01_EU,C_WIN077_01,UK077,2026,EU,9250.00,0.00,0.00,GBP
TF_WOR078_01_INTL,C_WOR078_01,UK078,2026,INTL,16000.00,1000.00,1000.00,GBP
TF_WOR078_01_EU,C_WOR078_01,UK078,2026,EU,9250.00,0.00,0.00,GBP
TF_UCB079_01_INTL,C_UCB079_01,UK079,2026,INTL,14500.00,1000.00,500.00,GBP
TF_UCB079_01_EU,C_UCB079_01,UK079,2026,EU,9250.00,0.00,0.00,GBP
TF_UCB079_02_INTL,C_UCB079_02,UK079,2026,INTL,14500.00,1000.00,500.00,GBP
TF_UCB079_02_EU,C_UCB079_02,UK079,2026,EU,9250.00,0.00,0.00,GBP
TF_UCB079_03_INTL,C_UCB079_03,UK079,2026,INTL,14500.00,1000.00,500.00,GBP
TF_UCB079_03_EU,C_UCB079_03,UK079,2026,EU,9250.00,0.00,0.00,GBP
TF_UCA081_01_INTL,C_UCA081_01,UK081,2026,INTL,17500.00,1000.00,1000.00,GBP
TF_UCA081_01_EU,C_UCA081_01,UK081,2026,EU,9250.00,0.00,0.00,GBP
TF_UCA081_02_INTL,C_UCA081_02,UK081,2026,INTL,16900.00,1000.00,1000.00,GBP
TF_UCA081_02_EU,C_UCA081_02,UK081,2026,EU,9250.00,0.00,0.00,GBP
TF_BED084_01_INTL,C_BED084_01,UK084,2026,INTL,15500.00,1000.00,500.00,GBP
TF_BED084_01_EU,C_BED084_01,UK084,2026,EU,9250.00,0.00,0.00,GBP
TF_BED084_02_INTL,C_BED084_02,UK084,2026,INTL,15500.00,1000.00,500.00,GBP
