tuition_id,course_id,university_id,academic_year,residency,tuition_fee,scholarship_amount,tuition_deposit,currency
TF_ABE002_R03_INTL,C_ABE002_RES_03,UK002,2026,INTL,17500.00,2000.00,3000.00,GBP
TF_ABE002_R03_HOME,C_ABE002_RES_03,UK002,2026,HOME,5000.00,0.00,0.00,GBP
TF_ABE002_R04_INTL,C_ABE002_RES_04,UK002,2026,INTL,17500.00,2000.00,3000.00,GBP
TF_ABE002_R04_HOME,C_ABE002_RES_04,UK002,2026,HOME,5000.00,0.00,0.00,GBP
TF_ABE002_R05_INTL,C_ABE002_RES_05,UK002,2026,INTL,17500.00,2000.00,3000.00,GBP
TF_ABE002_R05_HOME,C_ABE002_RES_05,UK002,2026,HOME,5000.00,0.00,0.00,GBP
TF_ABE002_R06_INTL,C_ABE002_RES_06,UK002,2026,INTL,17500.00,2000.00,3000.00,GBP
TF_ABE002_R06_HOME,C_ABE002_RES_06,UK002,2026,HOME,5000.00,0.00,0.00,GBP
TF_ABE002_R07_INTL,C_ABE002_RES_07,UK002,2026,INTL,18500.00,2000.00,3000.00,GBP
TF_ABE002_R07_HOME,C_ABE002_RES_07,UK002,2026,HOME,5200.00,0.00,0.00,GBP
TF_ABE002_R08_INTL,C_ABE002_RES_08,UK002,2026,INTL,18500.00,2000.00,3000.00,GBP
TF_ABE002_R08_HOME,C_ABE002_RES_08,UK002,2026,HOME,5200.00,0.00,0.00,GBP
TF_ABE002_R09_INTL,C_ABE002_RES_09,UK002,2026,INTL,17500.00,2000.00,3000.00,GBP
TF_ABE002_R09_HOME,C_ABE002_RES_09,UK002,2026,HOME,5000.00,0.00,0.00,GBP
TF_ARU003_R01_INTL,C_ARU003_RES_01,UK003,2026,INTL,17500.00,2000.00,3000.00,GBP
TF_ARU003_R01_HOME,C_ARU003_RES_01,UK003,2026,HOME,5000.00,0.00,0.00,GBP
TF_ARU003_R02_INTL,C_ARU003_RES_02,UK003,2026,INTL,17500.00,2000.00,3000.00,GBP
TF_ARU003_R02_HOME,C_ARU003_RES_02,UK003,2026,HOME,5000.00,0.00,0.00,GBP
TF_ARU003_R03_INTL,C_ARU003_RES_03,UK003,2026,INTL,17500.00,2000.00,3000.00,GBP
TF_ARU003_R03_HOME,C_ARU003_RES_03,UK003,2026,HOME,5000.00,0.00,0.00,GBP
TF_ARU003_R04_INTL,C_ARU003_RES_04,UK003,2026,INTL,17500.00,2000.00,3000.00,GBP
TF_ARU003_R04_HOME,C_ARU003_RES_04,UK003,2026,HOME,5000.00,0.00,0.00,GBP
TF_ARU003_R05_INTL,C_ARU003_RES_05,UK003,2026,INTL,16000.00,2000.00,3000.00,GBP
TF_ARU003_R05_HOME,C_ARU003_RES_05,UK003,2026,HOME,4800.00,0.00,0.00,GBP
TF_ARU003_R06_INTL,C_ARU003_RES_06,UK003,2026,INTL,16000.00,2000.00,3000.00,GBP
TF_ARU003_R06_HOME,C_ARU003_RES_06,UK003,2026,HOME,4800.00,0.00,0.00,GBP
TF_ARU003_R07_INTL,C_ARU003_RES_07,UK003,2026,INTL,16000.00,2000.00,3000.00,GBP
TF_ARU003_R07_HOME,C_ARU003_RES_07,UK003,2026,HOME,4800.00,0.00,0.00,GBP
TF_ARU003_R08_INTL,C_ARU003_RES_08,UK003,2026,INTL,16000.00,2000.00,3000.00,GBP
TF_ARU003_R08_HOME,C_ARU003_RES_08,UK003,2026,HOME,4800.00,0.00,0.00,GBP
TF_AUB005_R01_INTL,C_AUB005_RES_01,UK005,2026,INTL,20500.00,3000.00,3000.00,GBP
TF_AUB005_R01_HOME,C_AUB005_RES_01,UK005,2026,HOME,5500.00,0.00,0.00,GBP
TF_AST007_R01_INTL,C_AST007_RES_01,UK007,2026,INTL,21000.00,5000.00,3000.00,GBP
TF_AST007_R01_HOME,C_AST007_RES_01,UK007,2026,HOME,5250.00,0.00,0.00,GBP
TF_AST007_R02_INTL,C_AST007_RES_02,UK007,2026,INTL,21000.00,5000.00,3000.00,GBP
TF_AST007_R02_HOME,C_AST007_RES_02,UK007,2026,HOME,5250.00,0.00,0.00,GBP
TF_AST007_R03_INTL,C_AST007_RES_03,UK007,2026,INTL,21000.00,5000.00,3000.00,GBP
TF_AST007_R03_HOME,C_AST007_RES_03,UK007,2026,HOME,5250.00,0.00,0.00,GBP
TF_BAN008_R01_INTL,C_BAN008_RES_01,UK008,2026,INTL,19000.00,3000.00,3000.00,GBP
TF_BAN008_R01_HOME,C_BAN008_RES_01,UK008,2026,HOME,5100.00,0.00,0.00,GBP
TF_BAN008_R02_INTL,C_BAN008_RES_02,UK008,2026,INTL,19000.00,3000.00,3000.00,GBP
TF_BAN008_R02_HOME,C_BAN008_RES_02,UK008,2026,HOME,5100.00,0.00,0.00,GBP
TF_BAN008_R03_INTL,C_BAN008_RES_03,UK008,2026,INTL,18000.00,3000.00,3000.00,GBP
TF_BAN008_R03_HOME,C_BAN008_RES_03,UK008,2026,HOME,4900.00,0.00,0.00,GBP
TF_BAN008_R04_INTL,C_BAN008_RES_04,UK008,2026,INTL,18000.00,3000.00,3000.00,GBP
TF_BAN008_R04_HOME,C_BAN008_RES_04,UK008,2026,HOME,4900.00,0.00,0.00,GBP
TF_BAN008_R05_INTL,C_BAN008_RES_05,UK008,2026,INTL,19000.00,3000.00,3000.00,GBP
TF_BAN008_R05_HOME,C_BAN008_RES_05,UK008,2026,HOME,5100.00,0.00,0.00,GBP
TF_BAN008_R06_INTL,C_BAN008_RES_06,UK008,2026,INTL,18000.00,3000.00,3000.00,GBP
TF_BAN008_R06_HOME,C_BAN008_RES_06,UK008,2026,HOME,4900.00,0.00,0.00,GBP
TF_BAS009_R01_INTL,C_BAS009_RES_01,UK009,2026,INTL,17500.00,2000.00,3000.00,GBP
TF_BAS009_R01_HOME,C_BAS009_RES_01,UK009,2026,HOME,5200.00,0.00,0.00,GBP
TF_BAS009_R02_INTL,C_BAS009_RES_02,UK009,2026,INTL,17500.00,2000.00,3000.00,GBP
TF_BAS009_R02_HOME,C_BAS009_RES_02,UK009,2026,HOME,5200.00,0.00,0.00,GBP
TF_BAS009_R03_INTL,C_BAS009_RES_03,UK009,2026,INTL,17500.00,2000.00,3000.00,GBP
TF_BAS009_R03_HOME,C_BAS009_RES_03,UK009,2026,HOME,5200.00,0.00,0.00,GBP
TF_BAS009_R04_INTL,C_BAS009_RES_04,UK009,2026,INTL,17500.00,2000.00,3000.00,GBP
TF_BAS009_R04_HOME,C_BAS009_RES_04,UK009,2026,HOME,5200.00,0.00,0.00,GBP
TF_BBK011_R01_INTL,C_BBK011_RES_01,UK011,2026,INTL,21000.00,2000.00,3000.00,GBP
TF_BBK011_R01_HOME,C_BBK011_RES_01,UK011,2026,HOME,6800.00,0.00,0.00,GBP
TF_BBK011_R02_INTL,C_BBK011_RES_02,UK011,2026,INTL,21000.00,2000.00,3000.00,GBP
TF_BBK011_R02_HOME,C_BBK011_RES_02,UK011,2026,HOME,6800.00,0.00,0.00,GBP
TF_BBK011_R03_INTL,C_BBK011_RES_03,UK011,2026,INTL,21000.00,2000.00,3000.00,GBP
TF_BBK011_R03_HOME,C_BBK011_RES_03,UK011,2026,HOME,6800.00,0.00,0.00,GBP
TF_BBK011_R04_INTL,C_BBK011_RES_04,UK011,2026,INTL,21000.00,2000.00,3000.00,GBP
TF_BBK011_R04_HOME,C_BBK011_RES_04,UK011,2026,HOME,6800.00,0.00,0.00,GBP
TF_BBK011_R05_INTL,C_BBK011_RES_05,UK011,2026,INTL,21000.00,2000.00,3000.00,GBP
TF_BBK011_R05_HOME,C_BBK011_RES_05,UK011,2026,HOME,6800.00,0.00,0.00,GBP
TF_BCU012_R01_INTL,C_BCU012_RES_01,UK012,2026,INTL,18000.00,2000.00,3000.00,GBP
TF_BCU012_R01_HOME,C_BCU012_RES_01,UK012,2026,HOME,5000.00,0.00,0.00,GBP
TF_BCU012_R02_INTL,C_BCU012_RES_02,UK012,2026,INTL,17500.00,2000.00,3000.00,GBP
TF_BCU012_R02_HOME,C_BCU012_RES_02,UK012,2026,HOME,4800.00,0.00,0.00,GBP
TF_BCU012_R03_INTL,C_BCU012_RES_03,UK012,2026,INTL,18000.00,2000.00,3000.00,GBP
TF_BCU012_R03_HOME,C_BCU012_RES_03,UK012,2026,HOME,5000.00,0.00,0.00,GBP
TF_BCU012_R04_INTL,C_BCU012_RES_04,UK012,2026,INTL,16500.00,2000.00,3000.00,GBP
TF_BCU012_R04_HOME,C_BCU012_RES_04,UK012,2026,HOME,4800.00,0.00,0.00,GBP
TF_BCU012_R05_INTL,C_BCU012_RES_05,UK012,2026,INTL,18000.00,2000.00,3000.00,GBP
TF_BCU012_R05_HOME,C_BCU012_RES_05,UK012,2026,HOME,5000.00,0.00,0.00,GBP
TF_BOU014_R01_INTL,C_BOU014_RES_01,UK014,2026,INTL,18500.00,2500.00,3000.00,GBP
TF_BOU014_R01_HOME,C_BOU014_RES_01,UK014,2026,HOME,5250.00,0.00,0.00,GBP
TF_BOU014_R04_INTL,C_BOU014_RES_04,UK014,2026,INTL,18500.00,2500.00,3000.00,GBP
TF_BOU014_R04_HOME,C_BOU014_RES_04,UK014,2026,HOME,5250.00,0.00,0.00,GBP
TF_BRU015_R01_INTL,C_BRU015_RES_01,UK015,2026,INTL,22500.00,6000.00,3000.00,GBP
TF_BRU015_R01_HOME,C_BRU015_RES_01,UK015,2026,HOME,6500.00,0.00,0.00,GBP
TF_BRU015_R03_INTL,C_BRU015_RES_03,UK015,2026,INTL,22500.00,6000.00,3000.00,GBP
TF_BRU015_R03_HOME,C_BRU015_RES_03,UK015,2026,HOME,6500.00,0.00,0.00,GBP
TF_BNU016_R01_HOME,C_BNU016_RES_01,UK016,2026,HOME,4850.00,0.00,0.00,GBP
TF_BNU016_R02_INTL,C_BNU016_RES_02,UK016,2026,INTL,16500.00,1500.00,3000.00,GBP
TF_BNU016_R02_HOME,C_BNU016_RES_02,UK016,2026,HOME,4850.00,0.00,0.00,GBP
TF_BNU016_R03_INTL,C_BNU016_RES_03,UK016,2026,INTL,16500.00,1500.00,3000.00,GBP
TF_BNU016_R03_HOME,C_BNU016_RES_03,UK016,2026,HOME,4850.00,0.00,0.00,GBP
TF_CCC017_R01_INTL,C_CCC017_RES_01,UK017,2026,INTL,16500.00,1500.00,4000.00,GBP
TF_CCC017_R01_HOME,C_CCC017_RES_01,UK017,2026,HOME,5250.00,0.00,0.00,GBP
TF_CCC017_R02_INTL,C_CCC017_RES_02,UK017,2026,INTL,16500.00,1500.00,4000.00,GBP
TF_CCC017_R02_HOME,C_CCC017_RES_02,UK017,2026,HOME,5250.00,0.00,0.00,GBP
TF_CCC017_R03_INTL,C_CCC017_RES_03,UK017,2026,INTL,16500.00,1500.00,4000.00,GBP
TF_CCC017_R03_HOME,C_CCC017_RES_03,UK017,2026,HOME,5250.00,0.00,0.00,GBP
TF_CCC017_R04_INTL,C_CCC017_RES_04,UK017,2026,INTL,16500.00,1500.00,4000.00,GBP
TF_CCC017_R04_HOME,C_CCC017_RES_04,UK017,2026,HOME,5250.00,0.00,0.00,GBP
TF_CCC017_R05_INTL,C_CCC017_RES_05,UK017,2026,INTL,15500.00,1500.00,4000.00,GBP
TF_CCC017_R05_HOME,C_CCC017_RES_05,UK017,2026,HOME,5250.00,0.00,0.00,GBP
TF_CMU018_R01_INTL,C_CMU018_RES_01,UK018,2026,INTL,17500.00,1500.00,3000.00,GBP
TF_CMU018_R01_HOME,C_CMU018_RES_01,UK018,2026,HOME,5500.00,0.00,0.00,GBP
TF_CMU018_R02_INTL,C_CMU018_RES_02,UK018,2026,INTL,17500.00,1500.00,3000.00,GBP
TF_CMU018_R02_HOME,C_CMU018_RES_02,UK018,2026,HOME,5500.00,0.00,0.00,GBP
TF_CMU018_R03_INTL,C_CMU018_RES_03,UK018,2026,INTL,16500.00,1500.00,3000.00,GBP
TF_CMU018_R03_HOME,C_CMU018_RES_03,UK018,2026,HOME,5500.00,0.00,0.00,GBP
TF_CMU018_R04_INTL,C_CMU018_RES_04,UK018,2026,INTL,16500.00,1500.00,3000.00,GBP
TF_CMU018_R04_HOME,C_CMU018_RES_04,UK018,2026,HOME,5500.00,0.00,0.00,GBP
TF_CMU018_R05_INTL,C_CMU018_RES_05,UK018,2026,INTL,16500.00,1500.00,3000.00,GBP
TF_CMU018_R05_HOME,C_CMU018_RES_05,UK018,2026,HOME,5500.00,0.00,0.00,GBP
TF_CAR019_R01_INTL,C_CAR019_RES_01,UK019,2026,INTL,21500.00,2500.00,5000.00,GBP
TF_CAR019_R01_HOME,C_CAR019_RES_01,UK019,2026,HOME,4786.00,0.00,0.00,GBP
TF_CAR019_R02_INTL,C_CAR019_RES_02,UK019,2026,INTL,24500.00,2500.00,5000.00,GBP
TF_CAR019_R02_HOME,C_CAR019_RES_02,UK019,2026,HOME,4786.00,0.00,0.00,GBP
TF_CAR019_R05_INTL,C_CAR019_RES_05,UK019,2026,INTL,20500.00,2500.00,5000.00,GBP
TF_CAR019_R05_HOME,C_CAR019_RES_05,UK019,2026,HOME,4786.00,0.00,0.00,GBP
TF_CAR019_R08_INTL,C_CAR019_RES_08,UK019,2026,INTL,24500.00,2500.00,5000.00,GBP
TF_CAR019_R08_HOME,C_CAR019_RES_08,UK019,2026,HOME,4786.00,0.00,0.00,GBP
TF_CSG020_R01_INTL,C_CSG020_RES_01,UK020,2026,INTL,26000.00,0.00,3000.00,GBP
TF_CSG020_R01_HOME,C_CSG020_RES_01,UK020,2026,HOME,10000.00,0.00,0.00,GBP
TF_CSG020_R03_INTL,C_CSG020_RES_03,UK020,2026,INTL,21000.00,2000.00,3000.00,GBP
TF_CSG020_R03_HOME,C_CSG020_RES_03,UK020,2026,HOME,6500.00,0.00,0.00,GBP
TF_CSG020_R04_INTL,C_CSG020_RES_04,UK020,2026,INTL,25500.00,5000.00,5000.00,GBP
TF_CSG020_R04_HOME,C_CSG020_RES_04,UK020,2026,HOME,12000.00,0.00,0.00,GBP
TF_CSG020_R08_INTL,C_CSG020_RES_08,UK020,2026,INTL,21000.00,2000.00,3000.00,GBP
TF_CSG020_R08_HOME,C_CSG020_RES_08,UK020,2026,HOME,6000.00,0.00,0.00,GBP
TF_COV021_R01_INTL,C_COV021_RES_01,UK021,2026,INTL,21000.00,2000.00,4000.00,GBP
TF_COV021_R01_HOME,C_COV021_RES_01,UK021,2026,HOME,5500.00,0.00,0.00,GBP
TF_COV021_R02_INTL,C_COV021_RES_02,UK021,2026,INTL,21000.00,2000.00,4000.00,GBP
TF_COV021_R02_HOME,C_COV021_RES_02,UK021,2026,HOME,5500.00,0.00,0.00,GBP
TF_COV021_R04_INTL,C_COV021_RES_04,UK021,2026,INTL,21000.00,2000.00,4000.00,GBP
TF_COV021_R04_HOME,C_COV021_RES_04,UK021,2026,HOME,5500.00,0.00,0.00,GBP
TF_CRA022_R01_INTL,C_CRA022_RES_01,UK022,2026,INTL,26500.00,0.00,3000.00,GBP
TF_CRA022_R01_HOME,C_CRA022_RES_01,UK022,2026,HOME,5500.00,0.00,0.00,GBP
TF_CRA022_R03_INTL,C_CRA022_RES_03,UK022,2026,INTL,23500.00,0.00,3000.00,GBP
TF_CRA022_R03_HOME,C_CRA022_RES_03,UK022,2026,HOME,11500.00,0.00,0.00,GBP
TF_CRA022_R08_INTL,C_CRA022_RES_08,UK022,2026,INTL,26500.00,0.00,3000.00,GBP
TF_CRA022_R08_HOME,C_CRA022_RES_08,UK022,2026,HOME,5500.00,0.00,0.00,GBP
TF_DMU023_R01_INTL,C_DMU023_RES_01,UK023,2026,INTL,18500.00,1500.00,3000.00,GBP
TF_DMU023_R01_HOME,C_DMU023_RES_01,UK023,2026,HOME,4800.00,0.00,0.00,GBP
TF_DMU023_R02_INTL,C_DMU023_RES_02,UK023,2026,INTL,18500.00,1500.00,3000.00,GBP
TF_DMU023_R02_HOME,C_DMU023_RES_02,UK023,2026,HOME,4800.00,0.00,0.00,GBP
TF_EHU024_R01_INTL,C_EHU024_RES_01,UK024,2026,INTL,17000.00,3000.00,3000.00,GBP
TF_EHU024_R01_HOME,C_EHU024_RES_01,UK024,2026,HOME,4786.00,0.00,0.00,GBP
TF_EHU024_R03_INTL,C_EHU024_RES_03,UK024,2026,INTL,16500.00,3000.00,3000.00,GBP
TF_EHU024_R03_HOME,C_EHU024_RES_03,UK024,2026,HOME,4786.00,0.00,0.00,GBP
TF_EHU024_R05_INTL,C_EHU024_RES_05,UK024,2026,INTL,17000.00,3000.00,3000.00,GBP
TF_EHU024_R05_HOME,C_EHU024_RES_05,UK024,2026,HOME,4786.00,0.00,0.00,GBP
TF_ENU025_R01_INTL,C_ENU025_RES_01,UK025,2026,INTL,19500.00,2000.00,3500.00,GBP
TF_ENU025_R01_HOME,C_ENU025_RES_01,UK025,2026,HOME,5100.00,0.00,0.00,GBP
TF_ENU025_R02_INTL,C_ENU025_RES_02,UK025,2026,INTL,19500.00,2000.00,3500.00,GBP
TF_ENU025_R02_HOME,C_ENU025_RES_02,UK025,2026,HOME,5100.00,0.00,0.00,GBP
TF_ENU025_R03_INTL,C_ENU025_RES_03,UK025,2026,INTL,17500.00,2000.00,3500.00,GBP
TF_ENU025_R03_HOME,C_ENU025_RES_03,UK025,2026,HOME,4850.00,0.00,0.00,GBP
TF_FAL026_R01_INTL,C_FAL026_RES_01,UK026,2026,INTL,19500.00,0.00,3000.00,GBP
TF_FAL026_R01_HOME,C_FAL026_RES_01,UK026,2026,HOME,5500.00,0.00,0.00,GBP
TF_FAL026_R02_INTL,C_FAL026_RES_02,UK026,2026,INTL,18500.00,0.00,3000.00,GBP
TF_FAL026_R02_HOME,C_FAL026_RES_02,UK026,2026,HOME,5250.00,0.00,0.00,GBP
TF_GCU027_R01_INTL,C_GCU027_RES_01,UK027,2026,INTL,18000.00,2000.00,3500.00,GBP
TF_GCU027_R01_HOME,C_GCU027_RES_01,UK027,2026,HOME,5500.00,0.00,0.00,GBP
TF_GCU027_R02_INTL,C_GCU027_RES_02,UK027,2026,INTL,17000.00,2000.00,3500.00,GBP
TF_GCU027_R02_HOME,C_GCU027_RES_02,UK027,2026,HOME,5250.00,0.00,0.00,GBP
TF_GOL028_R01_INTL,C_GOL028_RES_01,UK028,2026,INTL,22500.00,3000.00,3000.00,GBP
TF_GOL028_R01_HOME,C_GOL028_RES_01,UK028,2026,HOME,6900.00,0.00,0.00,GBP
TF_GOL028_R03_INTL,C_GOL028_RES_03,UK028,2026,INTL,24500.00,3000.00,3000.00,GBP
TF_GOL028_R03_HOME,C_GOL028_RES_03,UK028,2026,HOME,7100.00,0.00,0.00,GBP
TF_GOL028_R04_INTL,C_GOL028_RES_04,UK028,2026,INTL,24500.00,3000.00,3000.00,GBP
TF_GOL028_R04_HOME,C_GOL028_RES_04,UK028,2026,HOME,7100.00,0.00,0.00,GBP
TF_GOL028_R09_INTL,C_GOL028_RES_09,UK028,2026,INTL,24500.00,3000.00,3000.00,GBP
TF_GOL028_R09_HOME,C_GOL028_RES_09,UK028,2026,HOME,7100.00,0.00,0.00,GBP
TF_HAU029_R01_INTL,C_HAU029_RES_01,UK029,2026,INTL,17500.00,2000.00,3000.00,GBP
TF_HAU029_R01_HOME,C_HAU029_RES_01,UK029,2026,HOME,5250.00,0.00,0.00,GBP
TF_HAU029_R02_INTL,C_HAU029_RES_02,UK029,2026,INTL,17500.00,2000.00,3000.00,GBP
TF_HAU029_R02_HOME,C_HAU029_RES_02,UK029,2026,HOME,5250.00,0.00,0.00,GBP
TF_HAR030_R01_INTL,C_HAR030_RES_01,UK030,2026,INTL,17500.00,2000.00,3000.00,GBP
TF_HAR030_R01_HOME,C_HAR030_RES_01,UK030,2026,HOME,5500.00,0.00,0.00,GBP
TF_HAR030_R02_INTL,C_HAR030_RES_02,UK030,2026,INTL,17500.00,2000.00,3000.00,GBP
TF_HAR030_R02_HOME,C_HAR030_RES_02,UK030,2026,HOME,5500.00,0.00,0.00,GBP
