course_id,university_id,subject_code,title,level,start_year,start_month,duration_years,location,entry_requirements,overview,modules,course_url
"C_ATU022_RES_SCI","IRL022","ENVIRONMENTAL_SCIENCE","Masters by Research (Science)","MRes","2026","September","2 Years","Galway Campus","2.1 Honors degree; Supervisor agreement; IELTS 6.0","Research in marine science, agriculture, or molecular biology.","Research Ethics, Thesis","www.atu.ie"
"C_ATU022_RES_BUS","IRL022","BUSINESS_MANAGEMENT","Masters by Research (Business)","MRes","2026","September","2 Years","Galway Campus","2.1 Honors degree; Research Proposal; IELTS 6.0","Specialized research in accounting, finance, or management.","Business Research Methods, Thesis","www.atu.ie"
"C_ATU022_RES_ENG","IRL022","MECHANICAL_ENGINEERING","Masters by Research (Engineering)","MRes","2026","September","2 Years","Galway Campus","2.1 Honors degree in Eng; IELTS 6.0","Research in civil, mechanical, or sustainable energy engineering.","Technical Research Skills, Thesis","www.atu.ie"
"C_ATU022_RES_HUM","IRL022","SOCIAL_SCIENCE","Masters by Research (Arts, Humanities and Social Sciences)","MRes","2026","September","2 Years","Galway Campus","2.1 Honors degree; Research Proposal; IELTS 6.0","Advanced research projects in social sciences, education, and creative arts.","Research Methodologies, Thesis","www.atu.ie"
"C_ATU022_RES_DIT","IRL022","DESIGN","Masters by Research (Design)","MRes","2026","September","2 Years","Galway Campus","2.1 Honors degree; Portfolio; Supervisor agreement; IELTS 6.0","Practice-based research focusing on product design, fashion, or visual communication.","Design Research Ethics, Thesis","www.atu.ie"
"C_SET023_RES_COM","IRL023","COMPUTER_SCIENCE","Masters by Research (Computing)","MRes","2026","September","2 Years","Waterford Campus","2.1 Honors degree; Supervisor agreement; IELTS 6.0","Research in data science, AI, or software engineering.","Research Methods, Thesis","www.setu.ie"
"C_SET023_RES_SCI","IRL023","BIOLOGY","Masters by Research (Science)","MRes","2026","September","2 Years","Waterford Campus","2.1 Honors degree; Supervisor agreement; IELTS 6.0","Research in pharmaceutical science, biology, or chemistry.","Lab Techniques, Thesis","www.setu.ie"
"C_SET023_RES_ENG","IRL023","CIVIL_ENGINEERING","Masters by Research (Engineering)","MRes","2026","September","2 Years","Carlow Campus","2.1 Honors degree; Supervisor agreement; IELTS 6.0","Independent research in mechanical or electronic engineering.","Technical Writing, Thesis","www.setu.ie"
"C_SET023_RES_BUS","IRL023","BUSINESS_MANAGEMENT","Masters by Research (Business)","MRes","2026","September","2 Years","Waterford Campus","2.1 Honors degree; Research Proposal; IELTS 6.0","Research in marketing, management, or economic policy.","Business Research Methods, Thesis","www.setu.ie"
"C_SET023_RES_HUM","IRL023","HUMANITIES","Masters by Research (Humanities)","MRes","2026","September","2 Years","Waterford Campus","2.1 Honors degree; Research Proposal; IELTS 6.0","Independent research across Law, Psychology, Social Science, and Creative Arts.","Research Methodologies, Thesis","www.setu.ie"
"C_SET023_RES_HES","IRL023","HEALTH_SCIENCES","Masters by Research (Health Science)","MRes","2026","September","2 Years","Waterford Campus","2.1 Honors degree in Health Science/Nursing; Supervisor support; IELTS 6.0","Advanced research in nursing, sports science, or public health.","Health Research Methods, Thesis","www.setu.ie"
"C_STP025_RES_THE","IRL025","THEOLOGY","MTh by Research (Theology)","MRes","2026","September","2 Years","Maynooth Campus","2.1 Honors degree in Theology; Research Proposal; IELTS 6.5","Rigorous independent research into biblical studies, ethics, or theology.","Theological Research Skills, Thesis","sppu.ie"
"C_STP025_RES_PHI","IRL025","PHILOSOPHY","MA by Research (Philosophy)","MRes","2026","September","2 Years","Maynooth Campus","2.1 Honors degree in Philosophy or related; Research Proposal; IELTS 6.5","Specialized research into Western philosophy, metaphysics, or religious philosophy.","Philosophical Methodologies, Thesis","sppu.ie"
"C_TUS026_RES_SCI","IRL026","BIOLOGY","Masters by Research (Science)","MRes","2026","September","2 Years","Athlone Campus","2.1 Honors degree; Supervisor agreement; IELTS 6.0","Research in polymer science, toxicology, or applied biology.","Research Methodologies, Thesis","tus.ie"
"C_TUS026_RES_ENG","IRL026","MECHANICAL_ENGINEERING","Masters by Research (Engineering)","MRes","2026","September","2 Years","Limerick Campus","2.1 Honors degree; Supervisor agreement; IELTS 6.0","Specialized engineering research in renewable energy or mechanics.","Technical Writing, Thesis","tus.ie"
"C_TUS026_RES_BUS","IRL026","BUSINESS_MANAGEMENT","Masters by Research (Business)","MRes","2026","September","2 Years","Athlone Campus","2.1 Honors degree; Research Proposal; IELTS 6.0","Research in digital marketing, social media management, or HR.","Business Research Methods, Thesis","tus.ie"
"C_TUS026_RES_HUM","IRL026","SOCIAL_SCIENCE","Masters by Research (Social Science & Design)","MRes","2026","September","2 Years","Limerick Campus","2.1 Honors degree; Portfolio (for Design); Research Proposal; IELTS 6.0","Advanced research in social policy, community development, or creative design practice.","Research Design, Thesis","tus.ie"
"C_TUS026_RES_SPO","IRL026","SPORTS_SCIENCE","Masters by Research (Sport & Health)","MRes","2026","September","2 Years","Athlone Campus","2.1 Honors degree; Supervisor support; IELTS 6.0","Scientific research focusing on performance analysis, nutrition, or physical activity.","Health Research Methods, Thesis","tus.ie"
"C_TUD027_RES_ART","IRL027","FINE_ART","Masters by Research (Creative Arts)","MRes","2026","September","2 Years","Grangegorman Campus","2.1 Honors degree; Portfolio; IELTS 6.5","Practice-based research in fine art, design, or media.","Creative Research Methods, Thesis","www.tudublin.ie"
"C_TUD027_RES_ENG","IRL027","CIVIL_ENGINEERING","Masters by Research (Engineering)","MRes","2026","September","2 Years","Bolton St Campus","2.1 Honors degree; Supervisor agreement; IELTS 6.5","Independent engineering research across all disciplines.","Technical Research Skills, Thesis","www.tudublin.ie"
"C_TUD027_RES_SCI","IRL027","BIOLOGY","Masters by Research (Science)","MRes","2026","September","2 Years","Tallaght Campus","2.1 Honors degree; Supervisor agreement; IELTS 6.5","Research in chemical, biological, or physical sciences.","Research Integrity, Thesis","www.tudublin.ie"
"C_TUD027_RES_BUS","IRL027","BUSINESS_MANAGEMENT","Masters by Research (Business)","MRes","2026","September","2 Years","Aungier St Campus","2.1 Honors degree; Research Proposal; IELTS 6.5","Scholarly investigation into management, accounting, or retail.","Business Research Methods, Thesis","www.tudublin.ie"
"C_TUD027_RES_COM","IRL027","COMPUTER_SCIENCE","Masters by Research (Computing)","MRes","2026","September","2 Years","Grangegorman Campus","2.1 Honors degree; Supervisor agreement; IELTS 6.5","Advanced research in computer science, software engineering, and artificial intelligence.","Advanced Research Methods, Thesis","www.tudublin.ie"
"C_TUD027_RES_HUM","IRL027","SOCIAL_SCIENCE","Masters by Research (Social Sciences)","MRes","2026","September","2 Years","Grangegorman Campus","2.1 Honors degree; Research Proposal; IELTS 6.5","Research projects in early childhood, criminology, and social care.","Social Research Skills, Thesis","www.tudublin.ie"
"C_ABE001_RES_01","UK001","BUSINESS_MANAGEMENT","Business and Management MSc by Research","MRes","2026","October","1 Year","Dundee Campus","2.1 Honours degree; Research Proposal; IELTS 6.0","Broad themes include sustainable business, digital transformation, HRM, and international management.","Research Methods, Thesis","www.abertay.ac.uk"
"C_ABE001_RES_02","UK001","COMPUTER_SCIENCE","Computing MSc by Research","MRes","2026","October","1 Year","Dundee Campus","2.1 Honours degree; Research Proposal; IELTS 6.0","Focus areas: Usable security, HCI, immersive experiences, and interdisciplinary cybersecurity.","Technical Research Skills, Thesis","www.abertay.ac.uk"
"C_ABE001_RES_03","UK001","GAME_DESIGN","Applied Games MSc by Research","MRes","2026","October","1 Year","Dundee Campus","2.1 Honours degree; Portfolio/Proposal; IELTS 6.0","Investigates games as educational or investigative tools, including games for health and social impact.","Games Research Design, Thesis","www.abertay.ac.uk"
"C_ABE001_RES_04","UK001","CYBER_SECURITY","Cybersecurity MSc by Research","MRes","2026","October","1 Year","Dundee Campus","2.1 Honours degree in Computing/Math; IELTS 6.0","Specialized research into securing online identities and resilient system architecture.","Advanced Cybersecurity Research, Thesis","www.abertay.ac.uk"
"C_ABE001_RES_05","UK001","DATA_SCIENCE","Data Science and Systems Modelling MSc by Research","MRes","2026","October","1 Year","Dundee Campus","2.1 Honours degree; Supervisor agreement; IELTS 6.0","Research into complex systems modelling, data analytics for decision-making, and AI.","Data Analysis Methods, Thesis","www.abertay.ac.uk"
"C_ABE001_RES_06","UK001","FOOD_SCIENCE","Food Science and Technology MSc by Research","MRes","2026","October","1 Year","Dundee Campus","2.1 Honours degree in Science; IELTS 6.0","Covers food antioxidants, sensory science, sustainable raw materials, and fermentation.","Lab Research Techniques, Thesis","www.abertay.ac.uk"
"C_ABE001_RES_07","UK001","PSYCHOLOGY","Psychology MSc by Research","MRes","2026","October","1 Year","Dundee Campus","2.1 Honours degree in Psychology; Research Proposal; IELTS 6.0","Research strengths in developmental psychology, cognition, and forensic psychology (witness testimony).","Psychological Research Methods, Thesis","www.abertay.ac.uk"
"C_ABE001_RES_08","UK001","NURSING","Mental Health Nursing MSc by Research","MRes","2026","October","1 Year","Dundee Campus","2.1 Honours degree; Nursing Registration; IELTS 6.5","Research focuses on nursing care contexts, resilience, and long-term health condition impact.","Healthcare Research Ethics, Thesis","www.abertay.ac.uk"
"C_ABE001_RES_09","UK001","GENETICS","Infertility and Sperm Function MSc by Research","MRes","2026","October","1 Year","Dundee Campus","2.1 Honours degree in Biomedical Science; IELTS 6.0","High-impact molecular research into the pathophysiology of human infertility.","Biomolecular Techniques, Thesis","www.abertay.ac.uk"
"C_ABE002_RES_01","UK002","BIOLOGY","MRes Biosciences","MRes","2026","September","1 Year","Aberystwyth Campus","2.1 Honours degree in Biology/Science; IELTS 6.5","Advanced research training in molecular biology, biochemistry, or ecology with a large thesis component.","Research Methods in the Biosciences, Thesis","www.aber.ac.uk"
"C_ABE002_RES_02","UK002","AGRICULTURE","MRes Parasitology","MRes","2026","September","1 Year","Aberystwyth Campus","2.1 Honours degree in Biomedical or Veterinary Science; IELTS 6.5","Specialized research into the biology and control of parasites in humans and livestock.","Core Parasitology, Research Techniques, Thesis","www.aber.ac.uk"
"C_ABE002_RES_03","UK002","INTERNATIONAL_RELATIONS","MRes International Politics","MRes","2026","September","1 Year","Aberystwyth Campus","2.1 Honours degree in Politics; IELTS 7.0","Research-intensive programme in the world's oldest International Politics department.","Research Training in IR, Critical Security Studies, Thesis","www.aber.ac.uk"
"C_ABE002_RES_04","UK002","HISTORY","MRes Modern History","MRes","2026","September","1 Year","Aberystwyth Campus","2.1 Honours degree in History; IELTS 7.0","Focuses on research methodologies and independent study in modern historical periods.","The Practice of History, Archive Skills, Thesis","www.aber.ac.uk"
